,Unnamed: 0,Unnamed: 0.1,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Negative Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
132,1394,1394,Gun control is treason.,06 Morality and Justice,Crime,Gun control,[crime] is treason,is treason,Gun control,Control of Guns,treason,Crime,Body of Water/Energy,2620332,,
133,610,610,Only time will be able to tell as the election races to an end.,03 Conflict,Conflict,election,,races,election,Elections,races,Competition,Resource/Theft,3124283,,
134,511,511,"Then wealth recedes and feelgood evaporates and the Fed has to get back to ""supporting"".",02 Journey,Change,wealth,,recedes,wealth,Wealth,recedes,Backward Movement,Competition/Struggle/War,3125360,,
135,750,750,"Follow the story of Virginia Assembly member John Frye (played by the young Jack Lord) during the crucial period when the colonists resisted British taxation without representation, met force with force and chose revolution.",03 Conflict,Enemy,taxation,,resisted,taxation,Taxation,resisted,Struggle,Low Location,131418,,
136,629,629,These actions caused the NRA and gun owners to get political and counterattack the Dem schemes the Dem solution changed to punishing the pro gun groups who funneled lots of money to pro gun (usually GOP) candidates. that is why we conservatives have become more active in defending gun rights-because Dem assholes in office wanted to rape our rights to stave off attacks that Dems are weak on dealing with violent street crime,03 Conflict,Conflict,gun rights,,defending,gun rights,Gun Rights,defending,Protection/Struggle,Crime/Theft,2143173,,
137,1691,1691,"When the United States arrives at the ""new level"" of democratic nationhood, the stream drains into a vast democratic ocean in which individual atoms may be vibrating, but no movement, let alone direction, is discernable.",13 Nature: Body of Water,Body of Water,democratic,[body of water] ocean,ocean,democratic,Democracy,ocean,Body of Water,Confinement/Enslavement,1973506,,
138,709,709,Troy and I are asking if you will help us tackle poverty this Lent by joining the Fellowship of Orthodox Christians United to Serve (FOCUS) North America.,03 Conflict,Enemy,poverty,,tackle,poverty,Poverty,tackle,Game,Physical Harm/Weakness,2378205,,
139,783,783,He is working with CIRA on a statewide effort to attack poverty with sustainability initiatives.,03 Conflict,Enemy,poverty,,attack,poverty,Poverty,attack,War,Physical Location,3023943,,
140,405,405,Paul Polakfounder of Colorado-based non-profit International Development Enterprises (IDE)is dedicated to developing practical solutions that attack poverty at its roots.,01 Health and Safety,Threatened,poverty,,attack,poverty,Poverty,attack,Struggle/War,Disease/Movement,2451006,,
141,1189,1189,Perhaps 5â€“10% of firearms trafficking operations involve illegal sales knowingly made by a retail licensee.,05 Engineering and Business: Business,Business,firearms,,operations,firearms,Guns,operations,Machine,Upward Movement/Movement,2837548,,
143,878,878,Thomas defended voluntary poverty as good because it frees people from vices related to wealth.,03 Conflict,Side,poverty,,defended,poverty,Poverty,defended,Protection,Downward Movement/Physical Burden,118521,,
144,1374,1374,Both of them assumed more guns would increase violence and changed their minds upon viewing their own data.,05 Engineering and Business: Resource,Resource,guns,,increase,guns,Guns,increase,Upward Movement,Competition,2665259,,
145,167,167,"Your implication will be that guns are evil and have no place in society, much less in our schools.",01 Health and Safety,Threat,guns,[threat] is/are evil,evil,guns,Guns,evil,Monster,Building,2119654,,
146,960,960,Imagine that a person who has surrendered actually thinks he is fighting gun control.,03 Conflict,Side,gun control,fighting [side],fighting,gun control,Control of Guns,fighting,Struggle/War,Light,2669992,,
147,1346,1346,"As government agencies generate more electronic data than ever, IT managers are under pressure to resume operations quickly in the event of disruptions.",05 Engineering and Business: Resource,Extractor,government agencies,,generate,government agencies,Bureaucracy,generate,Energy/Machine,Body of Water,2458886,,
148,215,215,Poverty is destroying lives and communities.,01 Health and Safety,Threat,Poverty,,destroying,Poverty,Poverty,destroying,Physical Harm,Competition/Game/War,1837131,,
149,1695,1695,They are the ditch carp in the great river of democracy.,13 Nature: Body of Water,Body of Water,democracy,river of [body of water],river of,democracy,Democracy,river,Body of Water,Protection,155386,,
150,527,527,"Sure pro-gun legislation is great for gun owners, but it doesn't do much to reach out and let people know all about our cause; which is the advancement of gun rights.",02 Journey,Change,gun rights,,advancement,gun rights,Gun Rights,advancement,Forward Movement,Life Stage,2377401,,
151,267,267,"John G. Kester, a Washington lawyer and former Defense Department official, says in jest that Congress ''overdosed on due process'' when it passed the Administrative Procedure Act.",01 Health and Safety,Threatened,Congress,,overdosed,Congress,Government,overdosed,Addiction,Food,3120158,,
152,74,74,"But see Harvey P. Dale, Foreign Charities, 48 TAX LAW. 655, 660â€“61 (1995) (arguing that none of the tax benefits conferred to charities was ever predicated on a theory of government burden relief).",01 Health and Safety,Protection,government,,relief,government,Bureaucracy/Government,relief,Physical Burden,Emotion Experiencer/Monster,2672211,,
153,1216,1216,"I think when they have to make a compromise.,. I think they would sell our gun rights down the river... especially Mccain.",05 Engineering and Business: Business,Product,gun rights,,sell,gun rights,Gun Rights,sell,Resource,Temperature,2718674,,
154,1761,1761,"China's industrial production for October rose by 15.7 percent, lower than 16.1 percent in September, data from the State Information Center. Now Chinese government is cooling the overly fast growing economy, and the falling of industrial production can ease the worry about the speedup of economic growth, expressed Michael Spencer, chief economist at Deutsche Bank Hong Kong branch. If the to-be-announced economic statistics show a slowed economic growth as the industrial production does, the central bank will unlikely raise the interest rates recently, concludedsome analysts.",14 Embodied Experience: Temperature,Agent,Chinese government,[agent] is cooling ,cooling,government,Government,cooling,Temperature,Building,1973699,,
155,683,683,"They criticise the movement on the grounds that, ""There is no discussion of even the possibility of founding powerful new political parties, fighting elections, winning office and forming governments with a mandate for fundamental economic and social change "" (p.106).",03 Conflict,Conflict,elections,,fighting,elections,Elections,fighting,War,Competition/Struggle/War,1997664,,
156,201,201,"Our children have been the collateral damage of bureaucracy, neglect and social engineering.",01 Health and Safety,Threat,bureaucracy,,collateral damage,bureaucracy,Bureaucracy,collateral damage,Physical Harm,Forward Movement/Journey,3120055,,
157,876,876,I have a right to defend my gun rights and will to the end.,03 Conflict,Side,gun rights,,defend,gun rights,Gun Rights,defend,Protection,Competition/Game/Struggle,2729239,,
158,782,782,"In this case, surgeon general pick will attack guns under the guise of a public health and safety campaign is indeed correct.",03 Conflict,Enemy,guns,,attack,guns,Guns,attack,War,Disease/Physical Burden,2378746,,
159,1327,1327,"In a four-trillion-dollar annual budget, a few million dollars here and there to lubricate the gears of Congress seems like a very small price to pay if it would create a more productive legislative body.",05 Engineering and Business: Engineering,Facilitator,a few million dollars,,lubricate,Congress,Government,lubricate,Machine,Confinement,761379,,
160,646,646,"The Liberal party is still fighting the last election, maybe even the election before that.",03 Conflict,Conflict,election,,fighting,election,Elections,fighting,Struggle,Game/Science,2665765,,
161,842,842,The narrative in the media seems to be that gun control actually won the midterms.,03 Conflict,Side,gun control,,won,gun control,Control of Guns,won,Competition,Crime/Theft,3692580,,
162,1400,1400,"Finally, poverty, various forms of exploitation, child abuse and trauma rob many children and youth of the quality of life envisioned in the Convention on the Rights of the Child.",06 Morality and Justice,Crime,poverty,,rob,poverty,Poverty,rob,Crime/Theft,Hazardous Geographic Feature,2303108,,
164,1702,1702,"Sweep out the old, then when the fresh rain of democracy came, a whole new country would spring up, like mushrooms.",13 Nature: Body of Water,Rain,democracy,rain of [rain],rain of,democracy,Democracy,rain,Natural Physical Force,Barrier/Protection,155285,,
165,1405,1405,Odinga had accused the government of President Mwai Kibaki of stealing last year's Presidential elections.,06 Morality and Justice,Crime,Presidential elections,,stealing,Presidential elections,Elections,stealing,Crime/Theft,Building/Science,2228408,,
166,1153,1153,Do you think the taxpayer is best served?,04 Power and Control: Human,Leader,taxpayer,[leader] is * served,is best served,taxpayer,Taxpayers,served,Servant,Game/Science,2173502,,
167,1315,1315,"The collapse of the Mobutu dictatorship led to a collision between two forms of opposition to Mobutu, the internal opposition exemplified by Tshisekedi, committed to non-violent direct action, and the armed opposition, based abroad, exemplified by Kabila.",05 Engineering and Business: Engineering,Destruction Potential,DANGER,,collapse,dictatorship,Government,collapse,Building,Backward Movement/War,721301,,
168,588,588,I would not amend that great shield of democracy to hammer a few miscreants.'',03 Conflict,Aid,democracy,,shield,democracy,Democracy,shield,Protection,Competition/Game,156093,,
169,849,849,Don't let democracy win!,03 Conflict,Side,democracy,,win,democracy,Democracy,win,Competition/Game,Competition/Game/Struggle,155634,,
170,1330,1330,"If you put 10% down and finance the rest at an 8% interest on top of that, your [[wealth]] will <<melt>> at a rate of 17.2% per year (10% depreciation + 8% interest on 90% of the purchase price).",05 Engineering and Business: Resource,Change Type,DECREASE,,melt,wealth,Wealth,melt,Body of Water/Energy,Competition/Struggle/War,158623,,
171,890,890,Now an anti-gun activist writes a letter in the tone that Joe wrote to express his sympathy for the father but goes on to defend a no guns policy.,03 Conflict,Side,guns policy,,defend,guns policy,Guns/Control of Guns,defend,Struggle,Crop,2720236,,
