,Unnamed: 0,Sentence,Schema,Schema Slot,Negative Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12
1582,1582,And maybe Thiel's libertarian utopia could become a reality as democracy is buried once and for all.,10 Human Life Cycle and Family Relations,Entity,Property,democracy,[entity] is buried,is buried,democracy,Democracy,buried,Life Stage,,,
1011,1011,Barack Obama's historical win to become president also made history at the world's biggest ad competition where his election campaign won one of the most coveted Cannes awards.,03 Conflict,Winner,Servant,election campaign,,won,election campaign,Elections,won,Competition/Game,3118906,,
1745,1745,"He believes strongly in equity, compassion and empowerment, and that the backbone of democracy is people working together",14 Embodied Experience: Human Body,Body,Cooling,democracy,backbone of [body],backbone of,democracy,Democracy,backbone,Human Body,1973268,,
1335,1335,"The organization says the housing agency needs to allocate low-income tax credits in a way that helps to dilute poverty, instead of concentrating it.",05 Engineering and Business: Resource,Change Type,Right,DEGRADE,,dilute,poverty,Poverty,dilute,Resource,2378471,,
135,135,"One result was that many projects became directly orientated towards poverty relief or towards certain target groups such as women, the poorest etc.",01 Health and Safety,Threat,Winner,poverty,,relief,poverty,Poverty,relief,Disease,2235690,,
717,717,"What I have a major issue with, and what erased all that good in my mind is the narrow minded way he is attacking gun ownership.",03 Conflict,Enemy,Body of Water,gun ownership,,attacking,gun ownership,Guns,attacking,Struggle,2903030,,
114,114,"The addiction of wealth is just as serious as cocaine or gluttony, just more civilized",01 Health and Safety,Threat,Domesticated Animal,wealth,,addiction,wealth,Wealth,addiction,Addiction,2377734,,
1584,1584,"At the time, it looked like gun control was slowly dying in the upper chamber.",10 Human Life Cycle and Family Relations,Entity,Crime,gun control,[entity] was * dying,dying,gun control,Control of Guns,dying,Life Stage,,,
729,729,"He had vowed to fight her poverty, brought about by the greed of bureaucracy, and he was so sure he would succeed, there was a swagger in his step.",03 Conflict,Enemy,Undesirable Plant,poverty,,fight,poverty,Poverty,fight,Struggle,153344,,
850,850,"But no, the gun lobby did not ""win.""",03 Conflict,Side,Loser,gun lobby,,win,gun lobby,Guns,win,Competition/Game,2727457,,
1082,1082,The National coordination of other state Guard units was CRIMINAL in it's worship of red tape above cooperation in a crisis situation.,04 Power and Control: God,God,Enemy,red tape,,worship,red tape,Bureaucracy,worship,A God,2007382,,
685,685,An invasion of wealth may not suit their interests.,03 Conflict,Conflict,Enemy,wealth,,invasion,wealth,Wealth,invasion,War,2378567,,
973,973,What's the best way to attack credit card debt?,03 Conflict,Side,Crime,debt,,attack,debt,Poverty,attack,War,2671816,,
646,646,"The Liberal party is still fighting the last election, maybe even the election before that.",03 Conflict,Conflict,Child,election,,fighting,election,Elections,fighting,Struggle,2665765,,
426,426,"Our scientist, after fighting off an invasion of red tape, puts together his ideas into a product which looks like a completed puzzle from one angle.",01 Health and Safety,Threatened,Worshipper,red tape,,invasion,red tape,Bureaucracy,invasion,War,152479,,
1346,1346,"As government agencies generate more electronic data than ever, IT managers are under pressure to resume operations quickly in the event of disruptions.",05 Engineering and Business: Resource,Extractor,Cooling,government agencies,,generate,government agencies,Bureaucracy,generate,Energy/Machine,2458886,,
327,327,You see this executive order as basically nothing that impacts gun owners here in the US.,01 Health and Safety,Threatened,Failed Experiment,gun owners,impact(s) [threatened],impacts,gun owners,Guns,impacts,Physical Harm,2905723,,
172,172,"I believe progressive tax is a necessary evil, because the budget cannot be cut enough for any sort of flat tax that wouldn't break the working poor... this is typically a liberal/progressive view.",01 Health and Safety,Threat,Extractor,progressive tax,,evil,progressive tax,Taxation,evil,Monster,2659176,,
1567,1567,"And baby, the purveyors of that distraction and division will have the blood of a butchered democracy on their greedy hands.",09 Animals,Domesticated Animal,Failed Experiment,democracy,butchered [domesticated animal],butchered,democracy,Democracy,butchered,Animal/Physical Harm,761438,,
1664,1664,This rate is an individual's tax floor.,12 High and Low,Scale,Posture,tax,,floor,tax,Taxation,floor,Building,1973748,,
1468,1468,And the former president realizes (1) that she abdicated an affirmative duty to steal the election and (2) that her high-mindedness was nothing but vanity.,06 Morality and Justice,Property,Business,election,,steal,election,Elections,steal,Theft,2673980,,
950,950,"In contrast, many slaveowners in the early nineteenth century defended a strong national government as the best bulwark against both slave revolts and the ""leveling tendencies"" of non-slaveholders.",03 Conflict,Side,Entity Age,government,,defended,government,Government,defended,Struggle/War,155717,,
1049,1049,It was also bestowed on the libraries; then our divine city council pawned them off.,04 Power and Control: God,God,Protection,city council,,divine,city council,Government,divine,A God,1973222,,
493,493,"Regarding the post-hoc efforts of various courts to conclude that Congress-- while remaining utterly silent on the subject--had somehow determined that machine guns burden interstate commerce, Stephen Halbrook writes in the Firearms Law Deskbook (the only national practice manual on firearms law):",02 Journey,Barrier,Enemy/Side,machine guns,,burden,machine guns,Guns,burden,Physical Burden,2378656,,
1520,1520,"A quick glance at George W. Bush's governing style during his first term reveals that whenever he reaches out to congressional Democrats, the result has been legislation that maims taxpayers and divides the Republican party down the middle.",06 Morality and Justice,Victim,Body,taxpayers,,maims,taxpayers,Taxpayers,maims,Physical Harm,2378421,,
1670,1670,This would remove a mountain of taxation from the shoulders of labor.,12 High and Low,Scale,Fire,taxation,,mountain,taxation,Taxation,mountain,Hazardous Geographic Feature,2937297,,
176,176,"Now, if this movie is zero entertainment and 100% guns are bad, guns are evil, guns are lucifer etc. etc. then nobody will even go see this movie.",01 Health and Safety,Threat,Posture,guns,[threat] is/are evil,evil,guns,Guns,,Monster,2105932,,
1615,1615,The political framework that created the most recent dark days of gun control: how do we keep guns out of the hands of criminals?,11 Darkness and Light,Light Level,Weather Type,LOW,,dark days,gun control,Control of Guns,dark days,Darkness,2377054,,
664,664,"We attack democracy as such, we don't want ""real democracy"" instead of ""fake democracy.""",03 Conflict,Conflict,Scale,democracy,,attack,democracy,Democracy,attack,War,1973269,,
926,926,"[21] The editorial staffs of magazines such as Guns, Guns and Ammo, and Gun Week inalterably opposed gun control in any form and benefited from heightened interest in gun issues.",03 Conflict,Side,Vehicle,gun control,,opposed,gun control,Control of Guns,opposed,Struggle,2660285,,
483,483,Deliver him from the bondage of being a beggar.,02 Journey,Barrier,Body Part,being a beggar,,bondage,beggar,Poverty,bondage,Confinement/Enslavement,164348,,
1571,1571,"On the other hand, the bourgeoisie, the peasants, the workers are frowned on as the natural prey of democracy, socialism, and the revolution.",09 Animals,Wild Animal,Parent,democracy,prey of [wild animal],prey of,democracy,Democracy,prey,Animal,156291,,
1074,1074,It may have not but in the case up here in Seattle everyone knew the gunman was a crzy nut including His family.I say that if the mental health sysyem would have acted and at least made it impossible for Him to buy guns the shooting may not have happened.If we stop just one mass killing it would be worth it it change the law and you cowboys could still but your sacred guns unless you where crazy.,04 Power and Control: God,God,Clothing Type,guns,,sacred,guns,Guns,sacred,A God,2121284,,
1003,1003,Its a game where only the bureaucracy wins.,03 Conflict,Winner,Wild Animal,bureaucracy,,wins,bureaucracy,Bureaucracy,wins,Competition/Game,3119618,,
298,298,So if we allow this inequity to continue and to destroy our democracy that is a blow for fledgeling democracies everywhere.,01 Health and Safety,Threatened,Cold,democracy,,destroy,democracy,Democracy,destroy,Natural Physical Force/Physical Harm,155561,,
1749,1749,This has gone through the heart of the bureaucracy and emerged as policy.,14 Embodied Experience: Human Body,Body,Entity Age,the bureaucracy,heart of [body],heart of,bureaucracy,Bureaucracy,heart,Human Body,152509,,
1269,1269,"However, Government actions, such as strengthening taxation on foreign oil companies, nationalisation of four huge heavy-oil joint ventures in the Orinoco oil basin and intensifying controls on the economy are generating concerns for many potential investors.",05 Engineering and Business: Engineering,Built,Winner,taxation,,strengthening,taxation,Taxation,strengthening,Building/Strength,2468928,,
486,486,They come here illegally because it's easier to swim the Rio Grande than it is to climb the mountain of bureaucracy.,02 Journey,Barrier,Degree,bureaucracy,,mountain,bureaucracy,Bureaucracy,mountain,Hazardous Geographic Feature,2007454,,
789,789,They are valued partners in an effort to combat hunger in America.,03 Conflict,Enemy,Goal,hunger,,combat,hunger,Poverty,combat,War,1760052,,
949,949,He attacked the government of Juan MartÃ_n de PueyrredÃ_n and was banished (1817).,03 Conflict,Side,Cooling,government,,attacked,government,Government,attacked,Struggle/War,2672057,,
394,394,Now an anti-gun activist writes a letter in the tone that Joe wrote to express his sympathy for the father but goes on to defend a no guns policy.,01 Health and Safety,Threatened,Loser,guns policy,,defend,guns policy,Guns,defend,Struggle,2720236,,
29,29,There is a tendency to think that wealth is a cure for one's barbaric and primitive tendencies when it merely just mask it from the outside world.,01 Health and Safety,Protection,Failed Experiment,wealth,,cure,wealth,Wealth,cure,Disease,1973818,,
934,934,The composition of leaders who overcame poverty to achieve the pinnacle of success in business changed very little over the course of the twentieth century.,03 Conflict,Side,Child,poverty,,overcame,poverty,Poverty,overcame,Struggle,131524,,
469,469,"If the countries focus on improvement first, then Africa will gradually escape the poverty hole.",02 Journey,Barrier,Body Part,poverty,,hole,poverty,Poverty,hole,Abyss/Low Location,1971067,,
1023,1023,Attributing the victory of the Obama campaign to the hundreds of thousands of supporters who came together to achieve change is a lie.,03 Conflict,Winner,Barrier,Obama campaign,,victory,Obama campaign,Elections,victory,Competition/War,3119164,,
1022,1022,"Now it seems even attempts to turn the hands back a decade to something like the ""assault weapon"" status quo of ten years ago--not exactly an amazing victory of gun control--are likely to fizzle.",03 Conflict,Winner,God,gun control,,victory,gun control,Control of Guns,victory,Competition/War,3123573,,
515,515,Or is this a sad case of petulant American middle class malaise â€“ above the drudgery and trials of poverty but below the wanton excess and liberation of wealth?,02 Journey,Change,Legit,wealth,,liberation,wealth,Wealth,liberation,Confinement,1973811,,
779,779,"We attack democracy as such, we don't want ""real democracy"" instead of ""fake democracy.""",03 Conflict,Enemy,Cold,democracy,,attack,democracy,Democracy,attack,War,1973269,,
509,509,"The guns are supposed to be checked in, but once you open the gun door, well, shit happens.",02 Journey,Barrier,Conflict,gun,,door,gun,Guns,door,Portal,3124098,,
1002,1002,"Welcome to the world of government/military procurement and specifications - bureaucracy wins over performance, price and value every time.",03 Conflict,Winner,Worshipper,bureaucracy,,wins,bureaucracy,Bureaucracy,wins,Competition/Game,3119442,,
1328,1328,If anything crime goes up and in response cities tighten gun laws.,05 Engineering and Business: Engineering,Facilitator,Torch,cities,[facilitator] tighten,tighten,gun laws,Control of Guns,tighten,Machine,2884970,,
449,449,"And as democracy advances in the region, a international group of leading Muslim scholars is leading an effort to define an Islamic basis for citizenship and the rights of minorities.",02 Journey,Agent,Destination,democracy,,advances,democracy,Democracy,advances,Forward Movement/Journey,761081,,
520,520,3) gun violence is decreasing in this country.,02 Journey,Change,Worshipper,gun violence,,decreasing,gun violence,Guns,decreasing,Downward Movement,2705911,,
1332,1332,"State governments should be given more power, as only a means to dilute the bureaucracy and allow the people a greater voice.",05 Engineering and Business: Resource,Change Type,Crime,DEGRADE,,dilute,bureaucracy,Bureaucracy,dilute,Resource,1971318,,
1659,1659,"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",12 High and Low,Scale,Farmer/Gardener,poverty,,abyss,poverty,Poverty,abyss,Abyss,158443,,
619,619,"If you've been in the gun rights game for a while, this handbook will be the fastest refresher course you've ever taken.",03 Conflict,Conflict,Farmer/Gardener,gun rights,[conflict] game,game,gun rights,Gun Rights,game,Game,2377523,,
1266,1266,"In fact, we argue that simply breathing in the brisk wind coming off the water in itself can go a long ways towards strengthening one constitution- not to mention the additional physical and psychological benefits in terms of relaxation and stress relief.",05 Engineering and Business: Engineering,Built,Conflict,constitution,,strengthening,constitution,Government,strengthening,Building/Strength,1952563,,
8,8,The financial Manager prepares financial reports that reflect the financial health of the ban. along with this the Financial managers also monitor the flow of cash.,01 Health and Safety,Beneficial,Torch,cash,,flow,cash,Wealth,flow,Body of Water/Movement,130017,,
102,102,"That there are now 38 RTC states without such horrors does not deter the gun control addict, for theirs is not a crusade based upon logic or statistical reality.",01 Health and Safety,Threat,Farmer/Gardener,gun control,[threat] addict,addict,gun control,Control of Guns,addict,Addiction,2376903,,
1404,1404,Freedom Rider - How to Steal an Election by Margaret Kimberley,06 Morality and Justice,Crime,Entity,election,,steal,Election,Elections,Steal,Crime/Theft,2659543,,
435,435,"And yes, if I were allowed to cash out right now, I know for a fact that I would have a whole lot more money growth from it when I'm old than what the government is doing with it.",02 Journey,Agent,Product,money,,growth,money,Wealth,growth,Crop,2508522,,
1191,1191,"Meanwhile, those who benefit from the structures which produce poverty continue to benefit.",05 Engineering and Business: Business,Product,Enemy,poverty,,produce,poverty,Poverty,produce,Building,159444,,
607,607,The current lead dog in the Gun Control race is Comprehensive (Universal) Background Checks Registration.,03 Conflict,Conflict,Beneficial,Gun Control,,race,Gun Control,Control of Guns,race,Competition,3124359,,
1211,1211,"Let the 31 Club, led by Daryle S. Lambert, help turn your antique & collectible work into actions that produce vast wealth.",05 Engineering and Business: Business,Product,Aid,wealth,,produce,wealth,Wealth,produce,Machine,1836288,,
888,888,"Several times the Urartian kings of this period claimed, probably with justification, to have defeated Assyrian armies: Argishti reported victories over the Assyrians in his sixth and seventh regnal years, when he operated in the Zab and Lake Urmia areas; and Sarduri II defeated the Assyrian king Ashur-nirari V in the upper basin of the Tigris River about 753.",03 Conflict,Side,Hot,armies,,defeated,armies,Bureaucracy,defeated,Struggle,503562,,
1065,1065,On the other hand when guns become idols we can document how their presence transforms the personalities of individuals and entire communities.‰Û,04 Power and Control: God,God,Parent,guns,[god] become idols,become idols,guns,Guns,idols,A God,2376882,,
437,437,Are we just going to believe the proponents of democracy when they say that democracy has advanced beyond this?,02 Journey,Agent,Domesticated Animal,democracy,,advanced,democracy,Democracy,advanced,Forward Movement,2009719,,
313,313,Let us hope that our stunning technological powers are someday matched by the wisdom to stop destroying the unimaginable medicinal riches that undoubtedly still lie undiscovered in obscure little plants growing in the forests and grasslands and deserts and marshes of the earth.,01 Health and Safety,Threatened,Part Type,riches,,destroying,riches,Wealth,destroying,Physical Harm,126588,,
796,796,Gun control can only fail as it lacks any principle it can use for success.,03 Conflict,Loser,Entity Age,Gun control,,fail,Gun control,Control of Guns,fail,Competition,2715567,,
17,17,I now drink from the goblet of riches…and the ambrosia of wealth tastes good.,01 Health and Safety,Beneficial,Protection,wealth,[beneficial] tastes,tastes,wealth,Wealth,tastes,Food,762860,,
158,158,"It's called ""Democracy"", and the bulwarks against the tyranny of the masses have been eroded something fierce since we were founded (we're a republic precisely b/c the founders of this nation saw how evil democracy is, as bad or worse than arbitrary divine right kings).",01 Health and Safety,Threat,Warming,democracy,,evil,democracy,Democracy,evil,Monster,1973308,,
788,788,Biden came out today and said that President Obama may act alone with a series of executive orders to combat gun control.,03 Conflict,Enemy,Light Level,gun control,,combat,gun control,Control of Guns,combat,War,2378742,,
1702,1702,"Sweep out the old, then when the fresh rain of democracy came, a whole new country would spring up, like mushrooms.",13 Nature: Body of Water,Rain,Loser,democracy,rain of [rain],rain of,democracy,Democracy,rain,Natural Physical Force,155285,,
600,600,"And how can a few guns compete against tanks, artillery, air strikes, guided missiles etc.. ? You sound like a far right-wing nut job arguing this line.",03 Conflict,Conflict,Light Level,guns,,compete,guns,Guns,compete,Competition,3123917,,
1177,1177,"However gun control sells its pubic campaign of citizens safety wringing hands and with tears in their eyes they parade victims screaming, do you want this to happen to you.",05 Engineering and Business: Business,Business,Victim,gun control,,sells,gun control,Control of Guns,sells,Business,3788988,,
139,139,Entrepreneurs worldwide are leading successful for - profit ventures which contribute to poverty alleviation in their communities.,01 Health and Safety,Threat,Part Type,poverty,,alleviation,poverty,Poverty,alleviation,Disease/Medicine/Physical Burden,1973416,,
844,844,"Thirdly, Hyden's proposal to limit direct government-to-government aid to infrastructure while requiring central governments to compete with local governments and grassroots organizations for development aid will, whether he intends it or not, have the effect of cutting, perhaps by as much as half, the already inadequate aid that African states now receive relative to their needs.",03 Conflict,Side,God,governments,,compete,governments,Government,compete,Competition/Game,2664890,,
289,289,"That brain freeze moment was widely regarded as the death of Perry's campaign for the presidency, yet his ad people are turning it around and trying to paint it as a positive.",01 Health and Safety,Threatened,Destruction Potential,campaign,,death,campaign,Elections,death,Life Stage,3118929,,
597,597,"Socialist parties also challenged governments, particularly during the Great Depression, to tackle the inequalities that were still widespread in democratic and wealthy nations.",03 Conflict,Conflict,Weather,governments,,challenged,governments,Government,challenged,Competition,2662164,,
1034,1034,"He had discovered the secret of turning the victory of poverty, the victory of sorrow, the victory of defeat and disappointment, the victory of death, into an imperial triumph to his own moral and spiritual life.",03 Conflict,Winner,Agent,poverty,,victory,poverty,Poverty,victory,Game,2378211,,
610,610,Only time will be able to tell as the election races to an end.,03 Conflict,Conflict,Cooling,election,,races,election,Elections,races,Competition,3124283,,
1521,1521,"The lawsuit, filed in the Circuit Court of Cole County, charges that an anti-affirmative action ballot initiative proposed by Tim Asher and his Missouri Civil Rights Initiative should not be circulated for signatures because it violates the Missouri Constitution by seeking to trick and defraud Missouri voters in attempting to ban an array of equal opportunity programs.",06 Morality and Justice,Victim,Relationship,voters,,defraud,voters,Elections,defraud,Theft,3017583,,
1050,1050,Don't forget the meds for boys to make them sit quietly in their chairs and listen to the teacher (or not play cowboys and indians at recess because it glorifies guns!),04 Power and Control: God,God,Victim,guns,,glorifies,guns,Guns,glorifies,A God,3710097,,
1182,1182,Retweet Retweeted Favorite Favorited Liberty Arms MN â€è@LibertyArmsMN Dec 21 @MariLynch @AndreiNikit Gun control manufactures crimes against those who have done no wrong - Y don't u focus on perpetrators of violence?,05 Engineering and Business: Business,Business,Domesticated Animal,Gun control,,manufactures,Gun control,Control of Guns,manufactures,Factory,3123407,,
1419,1419,The 2010 election defrauded Conservatives in a big way.,06 Morality and Justice,Criminal,Torch,election,,defrauded,election,Elections,defrauded,Crime,761846,,
707,707,"A nonprofit, nonpartisan research and public policy center working to improve public policies to eradicate hunger and undernutrition in the United States.",03 Conflict,Enemy,Change,hunger,,Eradicate,hunger,Poverty,eradicate,Disease,2674221,,
1754,1754,"He believes strongly in equity, compassion and empowerment, and that the backbone of democracy is people working together",14 Embodied Experience: Human Body,Part Type,Experiment,SPINE,,backbone,democracy,Democracy,backbone,Human Body,1973268,,
751,751,3. a terroristic method of governing or of resisting a government.,03 Conflict,Enemy,Body Part,government,,resisting,government,Government,resisting,Struggle,2132576,,
1066,1066,He finds that providing readers with a corrective information to dispel an Obamacare myth can actually strengthen belief in death panels.,04 Power and Control: God,God,Punished,Obamacare,,myth,Obamacare,Bureaucracy,myth,A God,3120651,,
1297,1297,The scramble by liberal anti-gun Democrats to spin this story away from its crumbling gun control cornerstone is not passing the smell test.,05 Engineering and Business: Engineering,Component,Threatened,gun control,[component] cornerstone,cornerstone,gun control,Control of Guns,cornerstone,Building,2376967,,
1040,1040,It is a huge psychological victory for gun control and government that literally spells the end of firearm ownership when all opposition accepts gun control.,03 Conflict,Winner,Punishment,gun control,,victory,gun control,Control of Guns,victory,Struggle,2724904,,
563,563,there has been no evidence that those who can get guns legally (there are still tons of red tape) are doing that Most of it is from the same mopes who were causing crime before. what we do know is that there is a paucity of evidence that the anti gun nuts are able to find in the USA that demonstrate that gun bans or restrictions decrease crime. that's why those turds mainly try to apply other countries' statistics to the USA which never have any useful information,03 Conflict,Aid,Goal,gun bans,,decrease,gun bans,Control of Guns,decrease,Downward Movement,2711995,,
1080,1080,"By romanticizing, he means the veneration of taxation or, as is often pushed by the modern left, the sentiment best spoken by Justice Oliver Wendell Holmes, ""Taxes are the price we pay for civilized society"".",04 Power and Control: God,God,Body,taxation,,veneration,taxation,Taxation,veneration,A God,2377283,,
193,193,Currently democracy is a parasite for western Europe and the western world in general.,01 Health and Safety,Threat,Loser,democracy,[threat] is a parasite,is a a parasite,democracy,Democracy,parasite,Parasite,761498,,
890,890,Now an anti-gun activist writes a letter in the tone that Joe wrote to express his sympathy for the father but goes on to defend a no guns policy.,03 Conflict,Side,Threat,guns policy,,defend,guns policy,Guns/Control of Guns,defend,Struggle,2720236,,
1293,1293,E-democracy -- using electronic communications to enhance democratic processes.,05 Engineering and Business: Engineering,Built,Laboratory,democratic processes,,enhance,democratic processes,Democracy,enhance,Strength,2959225,,
419,419,"What I respected is that she didn't use it to attack the firearm, it was just something she associated with her trauma and honestly I can't blame her for having that scar, it's a pretty scary thing to be involved in.",01 Health and Safety,Threatened,Loser,firearm,,attack,firearm,Guns,attack,War,2673085,,
286,286,"Together, you and I CAN defeat the Internet sales tax, but you must take action now!",01 Health and Safety,Threatened,Beneficial Plant,sales tax,,defeat,sales tax,Taxation,defeat,Game/Struggle,158431,,
211,211,"The delegates spoke in contradictions by suggesting that wealth was the root of poverty, then they discussed the need to eliminate this dangerous wealth.",01 Health and Safety,Threat,Scale,wealth,,dangerous,wealth,Wealth,dangerous,Physical Harm,2378422,,
1004,1004,"But it didn't, and so the eternal truism has again been proved: In the classic struggle between simplicity and fairness, bureaucracy wins every time.",03 Conflict,Winner,Domesticated Animal,bureaucracy,,wins,bureaucracy,Bureaucracy,wins,Competition/Game,3120056,,
623,623,The letter blames both parties for not doing more to tackle poverty.,03 Conflict,Conflict,Facilitator,poverty,,tackle,poverty,Poverty,tackle,Game,2009718,,
682,682,We are prepared to make this the biggest taxpayer battle since Proposition 13.,03 Conflict,Conflict,Agent,taxpayer,,battle,taxpayer,Taxation,battle,War,2377898,,
1081,1081,"lthough no one is required to literally worship the State or its rulers, this society is held together by the veneration of wealth and the exercise of political power.",04 Power and Control: God,God,Scientist,wealth,,veneration,wealth,Wealth,veneration,A God,2377326,,
42,42,"My thought was that if machine guns are ignored in the Heller decision, then if we do things right after a Heller win we can get some machine gun relief eventually.",01 Health and Safety,Protection,Beneficial Plant,machine gun,,relief,machine gun,Guns,relief,Disease/Medicine,3124027,,
1524,1524,These lawsuits drain the resources of the federal agencies and rob the taxpayer at the same time.,06 Morality and Justice,Victim,Entity,taxpayer,,rob,taxpayer,Taxation,rob,Theft,1999021,,
436,436,"Alpheus says: Jul 8, 2014 at 1:01 pm Although I generally want to keep my distance from New Jersey, and so I technically shouldn't care about what goes on there, I'm always a little happy when gun rights advance, or in this case, when they don't lose ground.",02 Journey,Agent,Legit,gun rights,,advance,gun rights,Gun Rights,advance,Forward Movement,2377389,,
423,423,"Manger went on the offensive with ads that accused the Democratic freshman representative of driving Southampton College into bankruptcy while he was an administrator at the school, while NRCC ads attacked the incumbent for not supporting U.S. troops.",01 Health and Safety,Threatened,Winner,incumbent,,attacked,incumbent,Elections,attacked,War,381828,,
24,24,"Wealth alleviates child labor, as the fact it has disappeared in rich countries (that is, capitalist countries) demonstrates.",01 Health and Safety,Protection,Clothing Type,Wealth,,alleviates,Wealth,Wealth,alleviates,Disease,159477,,
202,202,Apparently the rise in crime following gun control brought about new control measures to undo the damage of gun control.,01 Health and Safety,Threat,Experiment,gun control,,damage,gun control,Control of Guns,damage,Physical Harm,2378676,,
548,548,Gun Owners of America and others that have come on board to replace the NRA in our national gun rights quest are doing a great service for us.,02 Journey,Goal,Enemy/Side,gun rights,[goal] quest,quest,gun rights,Gun Rights,quest,Journey,2377587,,
575,575,The fact remains...handouts trump gun rights in California.,03 Conflict,Aid,Worshipper,gun rights,,trump,gun rights,Gun Rights,trump,Game,2137959,,
1124,1124,Gun control enslaves free people,04 Power and Control: Human,Degree,Agent,HIGH,,enslaves,Gun control,Control of Guns,enslaves,Enslavement,2377218,,
88,88,"In the face of continuing regional instability, an organized international effort to promote and protect democracy continues.",01 Health and Safety,Protection,Scientist,democracy,,protect,democracy,Democracy,protect,Protection,1996947,,
1350,1350,"In each town, sales tax generates a significant amount of money.",05 Engineering and Business: Resource,Extractor,Topic,sales tax,,generates,sales tax,Taxation,generates,Energy/Machine,2222362,,
816,816,"It also seems absurd that they might work to stop a confiscation effort before it got started, since the only sentiment I've ever heard expressed here or elsewhere is ""gun control loses elections"".",03 Conflict,Loser,Entity Age,gun control,,loses,gun control,Control of Guns,loses,Game,2377489,,
500,500,"Once government gets involved, prices go up and bureaucracy burdens the system to an unsustainable degree.",02 Journey,Barrier,Experiment,bureaucracy,,burdens,bureaucracy,Bureaucracy,burdens,Physical Burden,2377407,,
769,769,AT&T agrees to help fight childhood hunger,03 Conflict,Enemy,Part Type,hunger,,fight,hunger,Poverty,fight,Struggle/War,2294245,,
7,7,There will be a much larger flow of taxes going into the governmental coffers.,01 Health and Safety,Beneficial,Side,taxes,,flow,taxes,Taxation,flow,Body of Water/Movement,2885785,,
389,389,"To those who claim that the Congress has no power to pass a bill requiring all States and territories of the United States to enforce the second amendment by requiring them to honor concealed carry permits issued in all other states, the fourteenth amendment was intended to give the Congress exactly such power.",01 Health and Safety,Threatened,Destruction Potential,second amendment,,enforce,second amendment,Gun Rights,enforce,Rule Enforcer,3769067,,
1467,1467,"NEWSFLASH-- Sunday, September 7, 2008...Republicans Try Again to Steal Election in Ohio",06 Morality and Justice,Property,Fire,election,,steal,Election,Elections,Steal,Theft,2664022,,
332,332,An Axis victory in Europe and Asia would threaten democracy in North America.,01 Health and Safety,Threatened,Winner,democracy,,threaten,democracy,Democracy,threaten,Physical Harm,458138,,
1433,1433,"The reason for this, a new study shows, is that poverty robs people of the mental bandwidth they need to make better decisions.",06 Morality and Justice,Criminal,Punished,poverty,,robs,poverty,Poverty,robs,Crime/Theft,158471,,
1495,1495,Turning the Sandy Hook event into a gun control scapegoat is ridiculous.,06 Morality and Justice,Punished,Fire,the Sandy Hook event,,scapegoat,gun control,Control of Guns,scapegoat,Crime,2377040,,
914,914,Mozambique: President to fight poverty05/01Mozambican president Armando Guebuza has said he would dedicate more of his efforts in fighting poverty in 2009.,03 Conflict,Side,Fire,poverty,,fighting,poverty,Poverty,fighting,Struggle,134813,,
883,883,Why do we accept that guns kill and join in this futile debate of defending guns like some kind of power that acts on its own.,03 Conflict,Side,Loser,guns,,defending,guns,Guns,defending,Protection/Struggle,2165266,,
558,558,The wind goes out of the sails of democracy very quickly when those in power show time and again they will do absolutely anything to stay in power.,02 Journey,Vehicle,Failed Experiment,democracy,the sails of [vehicle],sails of,democracy,Democracy,sails,Vehicle,156292,,
1255,1255,"A failed 1981 coup d'etat in Spain strengthened the country's young democracy, lawmakers say as they commemorate the event's 25th anniversary, while the coup leader slams moves to confer greater",05 Engineering and Business: Engineering,Built,Body Part,democracy,,strengthened,democracy,Democracy,strengthened,Building/Strength,2545869,,
1616,1616,Gun control snuffs out another innocent victim.,11 Darkness and Light,Light Level,Servant,NONE,,snuffs out,Gun control,Control of Guns,snuffs out,Darkness,2377053,,
1351,1351,Uniform taxation generates this type of Excess Burden through imposing regressive taxes on the poor that lower their productivity and the possibility of participating in the production process according to their potential.,05 Engineering and Business: Resource,Extractor,Beneficial Plant,taxation,,generates,taxation,Taxation,generates,Energy/Machine,158888,,
1095,1095,The Japanese don't share our fanatical devotion and worship of gun ownership.,04 Power and Control: God,God,Enemy/Side,gun ownership,,worship,gun ownership,Guns,worship,A God,3124414,,
1114,1114,If even a tenth of the current military has the lack of morals to try and suppress the peoples of this country (hopefully to be many small countries in the end) I personally hope they rot in whatever hell you believe in along with the statist ninnies who worship gun control and the bully-by-proxy government we suffer with now.,04 Power and Control: God,Legit,Punishment,FALSE,,worship,gun control,Control of Guns,worship,A God,2376886,,
1583,1583,The Sad Death of Gun Control,10 Human Life Cycle and Family Relations,Entity,Crime,Gun Control,death of [entity],death of,Gun Control,Control of Guns,Death,Life Stage,,,
1654,1654,"The story went on to be a classic tale of a customer having a problem, contacting a giant organization, and feeling like their call for help echoed into the unknown abyss of bureaucracy.",12 High and Low,Scale,Degree,bureaucracy,,abyss,bureaucracy,Bureaucracy,abyss,Abyss,152575,,
