Sentence,Source CM
"Opposition parties in Thailand used the issue to attack the government, which initially backed the heritage listing.",War
Taxation destroys earnings and ability to save/invest...inflation destroys monetary wealth already owned.,Natural Physical Force/Physical Harm
"Illiberal Democracy at Home and Abroad warns that too much democracy threatens liberties, and that public-spirited elites should act as ""social stabilizers"" and not be accountable to public whim.",Physical Harm
Excellent point we need to show what gun control is really selling to the public - the CONSEQUENCES.,Business
But one reason for opposing smart guns is for the same reason many oppose voter ID laws-it is overly restrictive and will hurt minority groups especially hard due to the higher costs.,Struggle
» Norton resident uses hobby to fight poverty in Honduras,Struggle
I thought they were in jail. what we do know is that there is a paucity of evidence that the anti gun nuts are able to find in the USA that demonstrate that gun bans or restrictions decrease crime. that's why those turds mainly try to apply other countries' statistics to the USA which never have any useful information Come now they are only as mislead as people who think they need to outgun the police.,Downward Movement
"In other words: if we fall asleep at the wheel, it will guarantee that the vehicle of democracy will crash into a catastrophic brick wall.",Machine/Vehicle
"Much has been written by poets and dreamers in praise of poverty, and the love of money has been denounced as the root of all evil, but the fact remains that, honestly acquired and wisely employed, there is no form of power so substantial, positive and palpable as that which accompanies the possession of money.",A God
"We've been lulled into complacency by the notion that affluence breeds democracy, and democracy heals all rifts.",Medicine
"* Our kids will earn more than we do * Free trade is always good, no matter who gets hurt * Employers should be responsible for health coverage * Taxes hurt the economy * Schools are a local matter * Money follows merit",Physical Harm
"$20,000 minimum new money advanced at closing.",Forward Movement
"They attack ""rich people"" while enjoying all the spoils of their luck, I have zero problems with earned wealth, but these clowns literally lucked out in life.",War
"The question of voting for the ""lesser of two evils"" was addressed, as well as the myth of elections being the zenith of democracy.",High Location
There IS an attempt to steal this election.,Theft
Politicians claim that gun rights are dangerous and so they must be limited.,Physical Harm
He got his little taxation victory over the so called fiscal cliff when they raised taxes on people making over $400K but he got kicked in the balls on any tax highs for the sequestration.,Competition/War
"How can local governments and civil-society organizations effectively fight poverty and promote social responsibility in countries as diverse as Canada, China and Ghana?",Struggle
"If money and advocacy was all it took, then the pro gun control dominance in the press, the millions from the Bloombergs of the world, and the celebrity faces of Hollywood should easily defeat the NRA.",Enslavement
Instead we watch gun control command the media filling every mind in the world with its hatred and fear of guns.,Enslavement
"According to Banderas, poverty restrains people from achieving many objectives in life.",Confinement
Be careful of glorifying guns though.,A God
The Death Tax is killing American family business,Crime/Physical Harm
"Also, the living Constitution threatens the rights of the minority.",Physical Harm
Has heavy taxation hurt the Danish and Swedish economies?,Physical Harm
"Politicians continue to give bureaucracy its (usually unfunded) mandate, and then they, who often manufactured bureaucracy in the first place, are reduced to haphazardly bullying it since nothing else, from their perspective, appears to work.",Factory
The GOP protects the rich at all cost and are willing to sink the whole ship to do it.,Protection
"By far my biggest ""expenditure"" is the rape of taxation, which is about 800% higher than my housing cost.",Crime/Physical Harm
Don't forget the meds for boys to make them sit quietly in their chairs and listen to the teacher (or not play cowboys and indians at recess because it glorifies guns!),A God
"For those of us trying to oppose the U.S. empire, our primary task is organizing people in the United States to resist these imperial policies.",Struggle
"Poverty has been substantially reduced over the past 15 years, and a strong social safety net has been put into place.",Downward Movement
"The delegates spoke in contradictions by suggesting that wealth was the root of poverty, then they discussed the need to eliminate this dangerous wealth.",Physical Harm
Opposing gun control doesn't mean I can't loathe gun culture.,Competition/Struggle
"With the passage of the 17th Amendment, America moved closer to the abyss of democracy and away from the protections which were designed into our system by our Founding Fathers.",Abyss
"Rather, Abe's Japan is a wealthy, mature, and greying democracy.",Life Stage
This has sparked much debate in the already lit fire of gun control.,Fire
But our goal after an election is won shouldn't be to rub it in the other party's face.,Competition/Game
"Democrats still hold a thin majority in the House but are bereft of the iron-fisted ruler who held their party's contentious liberal and conservative factions together - Speaker Tom Murphy, another 2002 election victim.",Crime
Sad but true a fat cat democracy has taken the voice of the common man.,Animal
"The four pillars of ILO's work, namely rights at work (without them, men and women will not be empowered to escape from poverty); employment (the principal route out of poverty is productive work); social protection (safeguards against poverty); and social dialogue (the participation of employers' and workers' organizations in shaping government policy for poverty reduction); are mutually reinforcing in addressing poverty reduction.",Shape
"He had discovered the secret of turning the victory of poverty, the victory of sorrow, the victory of defeat and disappointment, the victory of death, into an imperial triumph to his own moral and spiritual life.",Game
"Together with their new-found wealth, many Thais quickly shifted from their rustic, culturally-knitted lifestyle to pursue materialism and the worship of money.",A God
Dayton said the proposed drop in the state sales tax rate to 5.5 percent would move Minnesota from 7th highest sales tax to 27th Dayton said the new sales taxes and rate would generate $2 billion in tax revenue.,Energy
The letter blames both parties for not doing more to tackle poverty.,Game
Thomas defended voluntary poverty as good because it frees people from vices related to wealth.,Protection
"Metro is reliable and runs underground, the city government operates the RTP bus system and Electric Trolley buses.",Machine
"Should it be built around high tariff walls and protectionism, or should it be open?",Barrier/Building
That is why gun control will win.,Competition/Game/Struggle
I did the  money cures that he would win big jackpot in bingo as he love to play it!,Medicine
We know your side is at least one of two things 1) ignorant-if they think gun restrictions will decrease crime when those laws mainly target honest people 2) dishonest-when they claim that crime control really motivates them when it does not,Downward Movement
He had no choice but to obey the gun and carry out what the gun made him do So how come Oscar is being charged and not the dangerous gun that made him do it?,A God/Enslavement/Servant
"The Legislature produces good guys and bad guys, idealists and cynics, political sophisticates and political naÑ—fs, but it seldom produces heroes.",Crop/Factory
"Environmental activists have challenged the government on hydroelectric and other infrastructure projects, intellectuals have submitted petitions criticizing authoritarian policies, and rural farmers are forming associations to protect their collective interests.",Competition
"I'm not sure that glorifying the wealthy, as I understand her claim, is any worse than farm boy is secretly heir to throne.",A God
"Far from making people safer, gun control endangers innocent people by increasing the odds that they will be victimized!",Physical Harm
"But Obamacare created a trillion-dollar mountain of government between patients and physicians.""",Hazardous Geographic Feature
Create gobs and mountains of money immediately when you know exactly how!,Hazardous Geographic Feature
"Hey gringa, show us PROOF, with statistics that poverty is increasing in Mexico.",Upward Movement
Taxpayers are addicted to consumer television which reintroduced discredited nineteenth century laissez-faire liberalism and neo-feudalism on a society whose common sense lacked proper understanding of words.,Addiction
"And because taxes damage the economy, impeding its growth, our pretax incomes are also smaller.",Physical Harm
That means that we must remain firm in our commitment to defeat gun control at every turn.,Struggle
"I'll give you a hint, it was involving a taxation conflict.",Struggle
It allows the Wookies to venerate nature and the senators to venerate bureaucracy.,A God
"In Costa Rica in May 1997, President Arzu met with President Clinton and his counterparts from Central America, Belize, and the Dominican Republic to celebrate the remarkable democratic transformation in the region and reaffirm support for strengthening democracy, good governance, and promoting prosperity through economic integration, free trade, and investment.",Building/Strength
And the job market won't recover until government reduces the burden it creates on production.,Physical Burden
The composition of leaders who overcame poverty to achieve the pinnacle of success in business changed very little over the course of the twentieth century.,Struggle
Tax is necessary to fuel the engine of government.,Vehicle
Strengthening American Democracy,Building/Strength
"Third, the Attorney General of the United States and the Bureau of Alcohol, Tobacco, Firearms and Explosives (ATF) are empowered to impose heightened restrictions, levy tough financial penalties, and suspend or revoke the license of any corrupt gun dealer.",Contamination/Crime
Congress and the public now attack gun owners for a failure in the reporting system!,Struggle/War
Gun Owners of America and others that have come on board to replace the NRA in our national gun rights quest are doing a great service for us.,Journey
"Promissory Notes do â€“ if they are negotiable but if they're not attached to a property, and Congress encumbers an unencumbered property, it's clearly a taking.",Physical Burden
rolling taking turns on two wheels while the LAPD Bureaucracy greases the wheels with epoxy and the FBI plays catch-up to Harry Bosch's unwavering mental march to the truth despite the pushes and pulls on the ride. I had to suspend belief through a few technical,Machine
"Where will the trillions of dollars needed to eradicate extreme poverty by December 12th 2012, come from?",Disease
What people DO say is that gov't can't create wealth.,Building
"This is purposeful and dangerous reportage, misleading at best and designed to make the unthinking demand gun control escalation.",Upward Movement
"Second Your Arhuing that if America Wantstovote emotionally to FRG us back 100 years in time,we should.Why I may ask,do you want to return to failed tariff wars and anti globalist great depression policies that ruined nearly every economy in the Western world????Do you realize no economy can be on top by producing and selling to itself,Infact those countries are almost always the poorest countries with the lowest standard of living.",War
The unexpected invasion of poverty into the suburbs has revealed a huge hole in the social safety net.,War
"Although the application of utilitarian principles may strengthen majority rule, unfettered democracy can lead to tyranny.",Building/Strength
I live for the day when there is a website that shows what organisations are doing to fight gun control.,Struggle/War
"On the other side of the paradox, more people keeping and bearing arms means there's a larger constituency to fight new gun control, so I'm not certain it really helps our opponents any.",Struggle
"Liberal_in_LA (31,971 posts) Romney's mountain of wealth could cast loud echo, he's a .006 percenter Romney's mountain of wealth could cast loud echo",Hazardous Geographic Feature
FRAC (www.frac.org) is the leading national organization working for more effective public and private policies to eradicate domestic hunger and undernutrition.,Disease
Their only purpose is to confuse and tire apathetic and defeated voters into staying away from the polls so the six incumbents and the anointed incumbent for Greig Smith's seat can eke out re-election despite the Council's grotesque failures on every level and its total loss of credibility.,Competition/Game/War
Arizona House passes 2 pro-gun bills Republicans in the Arizona House of Representatives who say the 2nd Amendment is under attack have approved two bills that aim to strengthen gun rights in the state.,Building/Strength
"Denmark and the World Bank work together with other member governments to finance projects, design policies and deliver programs to combat poverty in the developing world.",Struggle
So are you arguing that the founders opposed private gun ownership?,Struggle
"Mankind's progress commenced with the rule of sole authority of tribal kings, emperors and chiefs; today, after ages of constant and continued struggle, nations and societies have wrenched that sovereign right from their hands and have created a democracy for themselves.",Building
"If the countries focus on improvement first, then Africa will gradually escape the poverty hole.",Abyss/Low Location
They come here illegally because it's easier to swim the Rio Grande than it is to climb the mountain of bureaucracy.,Hazardous Geographic Feature
"The federal lawsuit filed by my opponent's campaign attorney is nothing more than an attempt to protect the system of buying elections and keeping average citizens from participating in the political system, said Loughry.",Business/Resource
"In the past month or two, I've noticed a new addiction arise, one that's more powerful and widespread than ever, election addiction.",Addiction
"KABUL, Afghanistan (AP) -- Afghans and the international community hailed its presidential election as a triumph of democracy over violence Sunday, despite complaints about ballot shortages and sporadic fraud after millions of people braved a Taliban threat to vote for a new president.",Competition
"As federal gun control retreated, so too did symbolic state legislative attempts to nullify it",Backward Movement
"But if there's one part of the poll that sums up what a terrible place Republican voters are in, emotionally, it's this: 49% of GOP voters nationally say they think that ACORN stole the election for President Obama.",Theft
"Democracy is a flame, It burns bright even when times are dark.",Fire/Light
"Now it seems even attempts to turn the hands back a decade to something like the ""assault weapon"" status quo of ten years ago--not exactly an amazing victory of gun control--are likely to fizzle.",Competition/War
"Labels: Franken stealing the election, Run-off elections",Theft
People in other countries are amazed as to how some people in the USA idolize the gun as some writers here do.,A God
"The claim is that ""it protected the guns of the time.""",Protection
He uses the mask of gun rights to intermingle in support of freaky far-right goon causes.,Clothing
"Joe, who is a Life Member of Gun Owners of America, committed in writing to protect your gun rights 100% of the time.",Protection
The contradictions of Kenya -- where multiparty democracy competes with feudal tribalism -- could be said to be precisely those you would expect in a country racing at breakneck speed towards modernity.,Competition/Game
"The only glitch may be the left wing protesters trying to disrupt the inauguration, screaming McCain stole the election.",Theft
"While the details of the CNCI continue to be worked out, there will be a big emphasis placed on strengthening the government's security posture through more proactive measures.",Building/Strength
"Now, if this movie is zero entertainment and 100% guns are bad, guns are evil, guns are lucifer etc. etc. then nobody will even go see this movie.",Monster
That alone is more than enough to reverse and defeat gun control.,Struggle/War
Being pro-gun simply means you protect guns..... a slogan designed to get people to give up their rights and protect a perceived safety mechanism.,Protection
Urban and Rural Crime Section 3: Gun Ownership Trends and Demographics,Movement
"Over the course of weeks, Emerald editorials went from praising the IFC as a haven of democracy to a waste of student time and money.",Physical Location/Protection/Natural Physical Force
"Like the Founders and the Framers and lots of other intelligent folks, however, I recognize that an unconstrained 'democracy"" harbors within it the seeds of some serious problems.",Physical Harm/Protection
For a Republic that seems to idolize Democracy our work places remain almost consistently autocratic.,A God
"Further, to follow your reasoning would defeat taxation of the lion's share of services that are part of the sale of taxable items.",Struggle
"Opportunity Link seeks to unite people, link resources, and fight poverty in eleven North-central Montana counties.",Struggle
DONATE The Lobbyist Who Fights Democracyâ€_and Breast Milk,Struggle
"The only person in perhaps seven hundred years who has truly walked in the steps of St. Paul, and his Lord, Jesus, is St. Francis, who died a miserable death of poverty, giving his life to the well being of others, whomever they were.",Life Stage
"When we believe He redeemed us from the curse of poverty and wrap all of our words and actions around that belief, then we strengthen the faith barrier against the attack of poverty.",Struggle/War
Is he that ignorant of how math works that he thinks the 5% additional tax on the select few will cure the woes and allow the government to keep spending like drunken sailors on leave?,Disease/Medicine
"[I]f we and our posterity reject religious instruction and authority, violate the rules of eternal justice, trifle with the injunctions of morality, and recklessly destroy the political constitution which holds us together, no man can tell how sudden a catastrophe may overwhelm us that shall bury all our glory in profound obscurity.",Natural Physical Force
he debate over the automatic cuts parallels the presidential election duel over fiscal visions between President Obama and Mitt Romney.,Competition/Struggle
"In each town, sales tax generates a significant amount of money.",Energy/Machine
"Bruce Springsteen and Pete Seeger have recorded the folk classic ""Hobo's Lullaby"" for ""Give US Your Poor,"" a multi-artist CD devoted to fighting homelessness.Appleseed Recordings will release the disc Sept. 25.",Struggle/War
"United Nations World Food Programme ""WFP is the frontline United Nations organization fighting to eradicate world hunger -- whether it is the hunger that suddenly afflicts people fleeing ethnic conflict in Rwanda or Bosnia or the chronic hunger that affects the hungry poor in countries such as Bangladesh or India.",Disease/Physical Harm
"Henry Paulson, former Treasury Secretary, wanted for bamboozling the US Congress and robbing the taxpayer of $700 billion under false pretenses.",Theft
On the other hand when guns become idols we can document how their presence transforms the personalities of individuals and entire communities.‰Û,A God
"Personal and corporate income taxes are generally considered the most destructive taxes because economic growth arises from production, innovation, and risk-taking, which are stunted when government takes dollars out of the hands of businesses and individuals through these levies.",Natural Physical Force
Actually the gun lobby supports the gun business pure and simple.,Building
"The birth of Gun Control dates back to the control of the just freed slaves, just as the Ku Klux Klan was designed to control blacks in the south.",Life Stage
"I may be in a tiny minority, but I believe that Confucianism and democracy are wholly compatible, precisely because democracy greases the machinery, providing a simple means of overthrowing a corrupt leader without risking the stability of society.",Machine
"In this case, surgeon general pick will attack guns under the guise of a public health and safety campaign is indeed correct.",War
Protect the guns?,Protection
"As a force for poverty relief, Wal-Mart's $200 billion-plus assistance to consumers may rival many federal programs.",Disease/Physical Burden
"That is a mountain of guns, and it's growing.",Hazardous Geographic Feature
I oppose federal gun registration.,Struggle
Paul Polakfounder of Colorado-based non-profit International Development Enterprises (IDE)is dedicated to developing practical solutions that attack poverty at its roots.,Struggle/War
"Indeed the longtime lobbyist has lobbied for dictatorships and corrupt governments which have stolen elections and enslaved their people, including Equatorial Guinea, Kazakhstan, Eritrea, Bahrain, Gambia, and Thailand.",Theft
Fighting gun control?,Struggle/War
"The origins, evolutions, and engines of wealth : government, global leadership, and technology -- 4.",Vehicle
Mr. Obama wants to steal our gun rights.,Theft
"14 Fearing the collapse of the Salvadoran government, the United States dramatically increased foreign aid and bolstered the Salvadoran military by providing advisers and supplying helicopters and attack aircraft.15",Building/Downward Movement
Back in the 1760's there was a far greater amount of threat that a gun could potentially alleviate than there is for a person at a local starbucks.,Disease
"Lent Appeal raises over 0,560 to challenge poverty More...",Competition/Struggle
"As government relief proved to be increasingly inadequate and inappropriate, private charity provided a vital life-line for the starving Irish poor.",Medicine
"The Blogmanac is dedicated to the 353 victims of Australia's shame, the SIEVX disaster, and casualties of poverty and authority worldwide.",Accident/Physical Harm
But nobody's in there defending the taxpayer.,Protection
"Modernizing the State (strengthening the rule of law and democracy, reforming the legal system), humanitarian and food aid (many NGOs are represented), medical research, emergency medicine, and baroque music.",Building/Strength
"Generally what you tax you get less of (or less reporting of), so the Speckel tax would presumably reduce financial transactions and hence the velocity of money.",Downward Movement
"November 12, 2008: Ecuador government advances Zamora Hydroelectric Complex",Forward Movement
"He is an expert on trade policy, farm policy, civil liberties, and the growth of government.",Crop
"Over more than ten years, sides were taken, guns drawn, lives lost.",Competition
Logical fallacy of the Left: You can't stop gun violence by attacking guns,Struggle/War
"Democracy may cure the symptoms, but it will not cure what really ails the muslim world.",Disease/Medicine
"Advertisement Viking stadium complex would produce taxes By DL News Staff on Apr 10, 2006 at 12:00 a.m. Email Tweet Minnesota would receive $100 million annually in new taxes if the state allows the Vikings to build a stadium and retail complex, senators heard Wednesday.",Factory
No. I don't believe that wealth oppresses people.,Enslavement
"For years, the draconian ordinance supported by Mell and enforced by Daley has terrorized Chicago gun owners.",Emotion Experiencer/Monster
"The teachers union not only plays the poverty card, but by battling reforms, ensures that the impoverished will remain that way ""No Education Reform Without Tackling Poverty, Experts Say,"" is the title of an article on the National Education Association website.",Game
Mozambique: President to fight poverty05/01Mozambican president Armando Guebuza has said he would dedicate more of his efforts in fighting poverty in 2009.,Struggle
Just look at the history of California and gun rights loss.,Game
How could taxes relieve our most pressing problems?,Physical Burden
Because of me six more people are active in gun rights advancement and each of them invite people to go to the range with us; we have one or two new shooters each time.,Forward Movement
This aid enabled Europeans to overcome the poverty with which many of them struggled initially.,Struggle/War
"As long as borrow and spend buys the necessary votes that is ""the plan"".",Business
Apparently the simple fact that some 80% of households have a gun and that only 12% of the population support less gun control has no influence on your false belief that gun owners will vote to defend their firearms.,Protection
Poverty Alleviation,Disease/Medicine
"He continuously attacks the Constitution in the name of upholding it and ""bringing back"" the America that never was.",Struggle/War
"The throne speach will pass - Dion and the liberals are in no position to fight an election, so they'll continue to ignore Kyoto, turn turtle on Afganastan and allow REAL crime legislation.",Struggle
"and that is the best you can do.... again I don't attack gun owners, I am rather fond of mine- I do attack cry babies....",Struggle/War
Representative democracy is brought to its knees.,Human Body/Physical Harm
"The people who exposed the gun owners in an attempt to harass and hurt gun owners, are themselves hiding behind armed guards.",Physical Harm
Destroy the 2nd amendment and what next.,Natural Physical Force/Physical Harm
Ist it longer than the 80 year gun control battle?,War
"Geezus, I don't have a gun control bone in my body but this is way over the top",Human Body
I was raised with gun safety constantly being beat into my brain.,Physical Harm
"According to the free market ideology, the best way to fight global hunger and improve the economic situation of farmers in developing countries is through trade and investment liberalization, production for export, and cuts in domestic support.",Struggle/War
America just digs its ersatz-democracy hole deeper with these nationalized political parties that preclude real choice at the polls.,Abyss
"I don't like violence and shudder everytime I hear of violence being enacted, but if someone is robbing your or extorting you, whether it is cloaked in a uniform of government or not, it is your right to defend yourself.",Clothing
"When liberals turn on each other because of failure in the Senate, the Senate wins.",Game/War
"Once this dynamic takes hold, real estate turns into a wealth disaster.",Natural Physical Force
"A gun wouldn't have helped this man unless he was psychotic, though.",Servant
And how government is boiling over with too much interference in private life,Temperature
"But as valuations sink and wealth evaporates, private bankers now face a client base of newly impoverished former rich.",Body of Water
"What I respected is that she didn't use it to attack the firearm, it was just something she associated with her trauma and honestly I can't blame her for having that scar, it's a pretty scary thing to be involved in.",War
"""Jane of the Jungle: Feminist art troupe the Guerrilla Girls attempts to unmask inequalities"".",Clothing
We mostly play with paper; we make records in triplicate then duplicate them; we occupy ourselves making work and obstructing those who produce wealth.,Factory
"A tragedy for firearms (obviously), but also a tragedy for personal liberty, one of the key tenants of our country.",Natural Physical Force
Legislation prevents lawful gun owners from bringing their guns on these premises.,Barrier
"They call it ""slavery"" when Wal-Mart offers workers better opportunities than they could find elsewhere, and ""justice"" when government enslaves me by forcibly taking 70% of the fruits of my labor.",Enslavement
"Democracy is an ocean, and your vote is a teaspoon in that body of water.",Body of Water
"The coorelation may not be direct, but it sure is funny and negates the ""Gun control reduces crime"" nonsense.",Physical Burden
It would be truer to say that taxation exploits a helpless market of often impoverished people who insist on consuming their drug or potion irrespective of price.,Resource/Theft
Not every action can justify the democracy progression.,Forward Movement
"If the the U.S. would stop stealing the people's taxes (at least $3 billion dollars a year) and giving it away to Israel, Israel would be living like cavemen and no more a threat to anyone.",Crime/Theft
"Home / Featured / The War Against Work And Wealth The War Against Work And Wealth Work produces wealth; less work means less wealth, and also less upward mobility for those who drop out of the labor force.",Factory
"In contrast, many slaveowners in the early nineteenth century defended a strong national government as the best bulwark against both slave revolts and the ""leveling tendencies"" of non-slaveholders.",Struggle/War
"And yes, if I were allowed to cash out right now, I know for a fact that I would have a whole lot more money growth from it when I'm old than what the government is doing with it.",Crop
To demonstrate his position against the Second Amendment's evil gun rights Gregory imported a banned 30 round ammunition magazine for an AR-15 or M-4 carbine into the District of Columbia.,Monster
A few users here were going about saying that the government can't create wealth or jobs.,Building
Democracy for America is supporting four great Secretary of State candidates that will start restoring fairness to our elections.,Building
"Managing Editor James Kelly said the three had been chosen as the people most effective at finding ways to eradicate such calamities as malaria in Africa, HIV and AIDS and the grinding poverty that kills 8 million people a year.",Physical Harm
"As Jesus and Elijah gave the widows their sons, today, as a society we must ask who in society should be given a safety net, so they will not fall into the abyss of poverty.",Abyss
We've seen that gun bans are wholly ineffectual and that extreme gun control victimizes the people it's designed to protect.,Crime
"They have obstructed, gerrymandered and legislated to deny voter rights, imposed dangerous gun rights, deny abortion and equal marriage rights and on...........!",Physical Harm
"We went through some bad times back in the 1970's, times when big government policies threatened to derail our country and our elected leaders seemed to have lost the way.",Physical Harm
If that is true then gun control supports genocide.,Building
"Poverty Can Hinder a Child's Cognitive Development, Study Says Family instability has no impact, researchers report WEDNESDAY, April 20 (HealthDay News) -- Persistent poverty harms the cognitive development of children, but family instability has no effect, a new study suggests.",Physical Harm
"As can be seen by the horrendous event in Virginia, ""gun control kills"".",Crime
Bureaucratic hurdles must also be cleared.,Barrier/Game
The original group that employed Democracy (Athens) was eventually destroyed by their neighbors.,Servant
The 113th Congress is a beacon of hope for women like me who have been waiting for stronger representation in government for years now.,Light
This election will most certainly be the evil of two lessers.,Monster
"Government spending is financed by taxes, and high tax rates reduce incentives to work, save, and invest.",Downward Movement/Physical Burden
"Gun Lobby Challenge to Sunnyvale's New Voter-Supported Gun Law Fails Early Test 2013 State Scorecard: Why Gun Laws Matter Law Center Provides Testimony for Senator Durbin's Stand Your Ground Hearing Starting last January, legislators in state houses across the country began introducing a record number of bills to strengthen gun laws.",Building/Strength
"That's because higher taxes relieve the pressure to solve the spending problem, making the later solution even more expensive for taxpayers.",Medicine
"First, it wraps the opposition in the mantle of popular democracy.",Clothing
"If I worried that something I wrote would either hurt democracy or help democracy, I would freeze up like someone with Parkinson's disease, he said on the morning of Super Tuesday.",Physical Harm
"CFG specializes in helping individuals and small businesses build, protect and preserve wealth and the management of trust and retirement plans.",Protection
"Sure, some progressive taxation alleviates much human suffering, but it's not the ultimate solution",Medicine
They are never going to fight gun control becasue they ACCEPT gun control as valid.,Struggle
"Know the reality, that wealth hinders entrance into the kingdom of God and living the Christian life and, thus, not many wealthy are saved.",Confinement
"Once this dynamic takes hold, real estate turns into a wealth disaster.",Natural Physical Force
The GOP's attacks have increased and even John McCain is saying that ACORN's actions are proof the Democrats are trying to steal the 2008 election.,Theft
"He continued by focusing on the positive steps that have been taken to decrease tax and custom rates, and efforts to fight the bureaucracy that previously crippled the opening and expanding of businesses and projects.",Struggle
I seriously fear that the Democrats are going to steal this election.,Theft
"By attacking the economic wealth generated by Ireland for Britain and the large Protestant landowners of Ireland, the Land League achieved victory where previous campaigns for rights in Ireland had failed.",Physical Harm
"We think states are the 'laboratory of democracy' that can be on the front line of helping develop policies, being able to solve some of our nation's most pressing issues, whether it involves economic growth, job creation, health care, education, focusing on government waste and many other issues, Fallin said.",Science
"My point was that governments have killed more people - the OP did not say the US government but the last time I looked the US Govt was in fact a ""government"" and ""governments"" have killed far more people then individuals not engaged in the service of ""government.""",Physical Harm
If and when gun control roars back to life in 2007-08 — we expect that it will — the data unearthed this week in these lawmakers’ own backyards by reporter Matthew Cella should loom large.,Animal
"Two leading astrologers, Chris Brennan and Patrick Watson, in their article titled Prediction for the 2012 US Presidential Election published on April 29, 2012, said that ""both candidates go into important ""peak periods"" in the summer prior to the election, but that Romney begins a more difficult sub-period starting in mid-October, right before the second debate, ultimately resulting in the loss of the election in November.""",Game
This does not permit an escape of taxation because the reserve is not an asset but a debt.,Confinement
"Democracy is an infection that can take hold in the most historically unlikely of hosts including Japan , Korea, and well.. even Germany.",Disease
We have so tamed and domesticated democracy that we can give it to Iraq.,Animal
Attributing the victory of the Obama campaign to the hundreds of thousands of supporters who came together to achieve change is a lie.,Competition/War
"Just this morning I discovered that PayPal had shut off my PayPal account, frozen my money in the account and has flagged my account for review.",Temperature
"Does being told from birth, we the people are government, we are the greatest country in the world, democracy is so great, all while the same democracy robs US blind & kills thousands of people with US $, military, in our name while claiming we're liberating them, make sense?",Crime/Theft
Firearm owners are doing gun controls job for them by replacing the right with an object claiming it will give safety.,Business
Do photo ops on the evening news of gun owners shivering in the cold and holding signs move the gun rights ball forward?,Game
This history exposes as a lie the case that parliaments alone can protect human rights.,Protection
"The addiction of wealth is just as serious as cocaine or gluttony, just more civilized",Addiction
"As we celebrate Texas Independence Day, I need to inform you of the status of the latest in a House election contest that has dealt with one of the most fundamental rights we have to preserve the freedom that Texans and Tejanos fought and died for 175 years ago- the right to vote.",Competition
"Several times the Urartian kings of this period claimed, probably with justification, to have defeated Assyrian armies: Argishti reported victories over the Assyrians in his sixth and seventh regnal years, when he operated in the Zab and Lake Urmia areas; and Sarduri II defeated the Assyrian king Ashur-nirari V in the upper basin of the Tigris River about 753.",Struggle
"Dudley claimed to be at the United Nations for the Arms Trade Treaty conference, yet nobody saw him in the building, but they did see Alan Gottlieb there, fighting to protect Americans' gun rights.",Protection
"The Liberal party is still fighting the last election, maybe even the election before that.",Struggle
"The coalition works for rights of undocumented, to protect civil liberties and, someday, a full integration of immigrants into the American Dream.",Protection
They come here illegally because it's easier to swim the Rio Grande than it is to climb the mountain of bureaucracy.,Hazardous Geographic Feature
Faculty benefited because the administration reduced the teaching load from twenty-one to fifteen hours.,Physical Burden
Constitution restrains the Feds,Confinement/Physical Harm
I use that loosely as there is no real strategy or objective for firearm owners in fighting gun control.,Struggle
The Clinton administration claims democracy is a cornerstone of U.S. policy.,Building
"Finally, poverty, various forms of exploitation, child abuse and trauma rob many children and youth of the quality of life envisioned in the Convention on the Rights of the Child.",Crime/Theft
"Using such decidedly “business-model” jargon, we feel, detracts from our noble and altruistic mission to educate, empower and develop informed citizens who will carry the mantle of American democracy for future generations.",Clothing
"Rather, Abe's Japan is a wealthy, mature, and greying democracy.",Life Stage
That alone is more than enough to reverse and defeat gun control.,Struggle/War
How does additional taxes alleviate those issues??? PatentLaw,Medicine
Anyone can call their personal insanity a religion in order to try to get government protection.,Protection
This thread points out the father like all of the rest of the anti-gun people skip over the facts and reality and jump right to teh eeeeevil guns owe da horrra!!! Im sure the first three victims that had their ****ing skulls bashed and were stabbed to death...their families can take comfort in knowing that the anti-gun crowd will ignore them and use the entire event as a springboard to attack guns.,Struggle/War
"And the ILO has a tremendous interest in microcredit precisely because fighting poverty is at the heart of our mandate"", said Somavia.",Struggle
"Defining a poverty line is necessary if we are going to analyze not only the incidence of poverty, but also the depth of poverty (how poor are the poor?) and the duration of poverty (how long are the poor, poor?)",Abyss
We cannot allow Texas to go down the big government pathway.,Pathway
"For international tax issues and double taxation relief and for information on your UK tax liabilities, you can visit www.inlandrevenue.gov.uk.",Disease/Emotion Experiencer
They are the ditch carp in the great river of democracy.,Body of Water
"It is a government-induced poverty pill, which we all shall soon be forced to swallow by force of law.",Medicine
"So, that money, which had raced forcibly far upstream of pieces and their implementations, retreated.",Backward Movement/War
"In the Middle East, the president's motto is: Democracy cures all ills.",Disease/Medicine
The political framework that created the most recent dark days of gun control: how do we keep guns out of the hands of criminals?,Darkness
The retreat of gun control is over,Backward Movement
"Indeed Buchanan goes further than liberals ever did, attacking what he calls ""the Democratist temptation, the worship of democracy"" as ""a false god.""",A God
"Druckenmiller added: ""The 50 percent law punishes democracy.""",Crime
I live for the day when there is a website that shows what organisations are doing to fight gun control.,Struggle/War
"In a lasseiz-faire society which applies caveat emptor, the government is a remedy to corruption.",Disease/Medicine
"Yesterday, I sat through the Senate Foreign Relations Committee and listened to Secretary of State John Kerry prattle on about how the US government is a beacon of hope and leadership.",Light
