,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant
914,914,1309,"GSL Defense Training, LLC is a very strong supporter of Guns Save Life and its mission.",05 Engineering and Business: Engineering,Component,Guns Save Life,,supporter,Guns Save Life,Gun Rights,supporter,Building,3792218.0,,,supporter of,supporter of,"[[' supportive', ' loyal', ' caring']]","[[' none', ' PersonX cheers for the team.', ' PersonX cheers for PersonY.']]","[[' to be a good person', ' to be supportive', ' to be a part of something']]","[[' none', ' to be a fan of the team', ' to know what they believe in']]","[[' happy', ' proud', ' happy.']]","[[' PersonX votes for PersonY', ' PersonX watches the game', ' PersonX votes for the other team']]","[[' to be a part of the team', ' to be a part of something', ' to be a part of a team']]"
915,915,1013,each passing year and suggestions to make schools untouchable islands of peace are not really achievable with our current budget contraints 6- the gun lobby and gun culture have so won the day on this issue that they are beyond challenge politically and nothing will come of these incidents,03 Conflict,Winner,gun lobby,,won,gun lobby,Gun Rights,won,Competition/Game,2889223.0,,,won the,won the,"[[' talented', ' successful', ' competitive']]","[[' PersonX gets a trophy.', ' PersonX gets a trophy', ' gets a trophy']]","[[' none', ' to be the best', ' to be the best.']]","[[' to train hard', ' to practice', ' to compete']]","[[' happy', ' accomplished', ' proud']]","[[' PersonX plays the game', ' PersonX plays a game', ' PersonX plays a game of chess']]","[[' to celebrate', ' to celebrate with friends', ' to celebrate with their friends']]"
916,916,53,"Sure, some progressive taxation alleviates much human suffering, but it's not the ultimate solution",01 Health and Safety,Protection,taxation,,alleviates,taxation,Taxation,alleviates,Medicine,1971573.0,,,alleviates much,alleviates much,"[[' helpful', ' relieved', ' responsible']]","[[' none', ' PersonX gets a raise.', ' PersonX is relieved of stress.']]","[[' to be helpful', ' to be helpful.', ' to feel better']]","[[' none', ' to know what to do', ' to know how to alleviate it']]","[[' relieved', ' happy', ' satisfied']]","[[' PersonX gets a new job', ' PersonX takes a break from work', ' PersonX takes a nap']]","[[' to rest', ' to be a good person', ' to continue helping others']]"
917,917,831,"Environmental activists have challenged the government on hydroelectric and other infrastructure projects, intellectuals have submitted petitions criticizing authoritarian policies, and rural farmers are forming associations to protect their collective interests.",03 Conflict,Side,government,,challenged,government,Government,challenged,Competition,2665393.0,,,challenged the,challenged the,"[[' aggressive', ' brave', ' competitive']]","[[' PersonX wins the match.', ' gets yelled at', ' PersonX wins the game.']]","[[' to win', ' to be the best', ' to win the game']]","[[' none', ' to find someone to challenge', ' to find someone to challenge.']]","[[' proud', ' confident', ' satisfied']]","[[' PersonX wants to win the game', ' PersonX wants to win the game.', ' PersonX wants to be the best']]","[[' to win', ' to win the match', ' to win the game']]"
918,918,695,"Second Your Arhuing that if America Wantstovote emotionally to FRG us back 100 years in time,we should.Why I may ask,do you want to return to failed tariff wars and anti globalist great depression policies that ruined nearly every economy in the Western world????Do you realize no economy can be on top by producing and selling to itself,Infact those countries are almost always the poorest countries with the lowest standard of living.",03 Conflict,Conflict,tariff,,wars,tariff,Taxes,wars,War,32557.0,,,wars and,wars and,"[[' violent', ' aggressive', ' brave']]","[[' PersonX loses the war.', ' PersonX loses the war', ' PersonX gets killed.']]","[[' none', ' to win the war', ' to be victorious']]","[[' none', ' to be in a war', ' to have a plan']]","[[' angry', ' powerful', ' happy']]","[[' PersonX is a pacifist.', ' PersonX is a pacifist', ' PersonX wants to be a leader']]","[[' to win the war', ' to win', ' to win the war.']]"
919,919,487,"Politico's Ben Smith has looked over the mountain of the 2012 election to see what's down the path, and he sees same sex marriage as a potentially huge issue in the race for the Democratic nomination.",02 Journey,Barrier,election,,mountain,election,Elections,mountain,Hazardous Geographic Feature,761946.0,,,mountain of,mountain of,"[[' strong', ' capable', ' determined']]","[[' PersonX climbs the mountain.', ' none', ' PersonX climbs the mountain']]","[[' none', ' to be tall', ' to be a mountain']]","[[' none', ' to have a mountain to climb', ' to climb a mountain']]","[[' proud', ' happy', ' accomplished']]","[[' PersonX climbs a mountain', ' PersonX climbs the mountain', ' PersonX builds a mountain']]","[[' to be a mountain climber', ' to climb the mountain', ' to get a new job']]"
920,920,484,"The president said the target has been set to ensure that the issues of poverty alleviation, food security, diversification of the economy, job creation, amongst others are dealt with while government would also strive to double economic growth after every seven years.",02 Journey,Barrier,poverty,,alleviation,poverty,Poverty,alleviation,Disease/Physical Burden,55331.0,,,,,"[[' helpful', ' relieved', ' compassionate']]","[[' none', ' PersonX feels better.', ' PersonX feels better']]","[[' to feel better', ' to be helpful', ' to be relieved']]","[[' none', ' to have a problem', ' to find a solution']]","[[' relieved', ' relief', ' relieved.']]","[[' PersonX has a broken leg.', ' PersonX is in a coma.', ' PersonX is in pain.']]","[[' to relax', ' to get better', ' to be happy']]"
921,921,798,5 Reasons why gun control failed,03 Conflict,Loser,gun control,,failed,gun control,Control of Guns,failed,Competition,2521852.0,,,failed,failed,"[[' incompetent', ' unqualified', ' uneducated']]","[[' PersonX fails the test.', ' PersonX gets a failing grade.', ' PersonX fails the test']]","[[' none', ' to get a good grade', ' to get a good grade.']]","[[' none', ' to study hard', ' to have studied hard']]","[[' sad', ' upset', ' disappointed']]","[[' PersonX fails the test', ' PersonX tries to pass the test', ' PersonX tries to do their best']]","[[' to try harder next time', ' to try again', ' to try harder the next time']]"
922,922,209,"They have obstructed, gerrymandered and legislated to deny voter rights, imposed dangerous gun rights, deny abortion and equal marriage rights and on...........!",01 Health and Safety,Threat,gun rights,,dangerous,gun rights,Gun Rights,dangerous,Physical Harm,2378660.0,,,dangerous gun,dangerous gun,"[[' dangerous', ' violent', ' reckless']]","[[' PersonX gets arrested.', ' PersonX gets shot.', ' gets arrested']]","[[' none', ' to kill someone', ' to be dangerous']]","[[' none', ' to have a gun', ' to get a gun']]","[[' scared', ' dangerous', ' powerful']]","[[' PersonX is afraid of the gun.', ' PersonX is afraid of the gun', ' PersonX has a gun in the house.']]","[[' to hide the gun', ' to get a restraining order', ' to hide the weapon']]"
923,923,1375,"Poverty will increase and health will suffer unless there is clear policy to address decreasing water affordability, a leading public health organisation has said.",05 Engineering and Business: Resource,Resource,poverty,,increase,Poverty,Poverty,increase,Upward Movement,2674659.0,,,increase and,increase and,"[[' capable', ' strong', ' determined']]","[[' PersonX gets a promotion', ' PersonX gets a promotion.', ' PersonX gets a raise.']]","[[' to be successful', ' to be more successful', ' to be better']]","[[' none', ' to work hard', ' to have a goal']]","[[' good about themselves', ' happy', ' satisfied']]","[[' PersonX wants to be the best', ' PersonX wants to be a better person', ' PersonX wants to get a promotion']]","[[' to get a promotion', ' to be successful', ' to get more money']]"
924,924,1363,"He commented further, ""When basic needs are provided by the government, democracy evaporates.""",05 Engineering and Business: Resource,Resource,democracy,,evaporates,democracy,Democracy,evaporates,Body of Water,760921.0,,,,,"[[' dead', ' careless', ' sad']]","[[' PersonX evaporates', ' none', ' PersonX evaporates.']]","[[' none', ' to evaporate', ' to be dead']]","[[' none', ' to be in the sun', ' to be in a hot place']]","[[' sad', ' sad.', ' happy']]","[[' PersonX is too hot to evaporate', ' PersonX is too hot to evaporate.', ' PersonX is too hot.']]","[[' to go to heaven', ' to go to sleep', ' to go home']]"
925,925,851,for the first question yes why would my country do anything against me? like even the arabs both muslim and christians(not the palestinians in the west bank and gaza) never protested to own guns or said they dont feel safe here.. and also i read here that people hold guns to go against the country in time of need now you think that a bunch of 30-40 years old men with 1920's-2000's guns can win a tank or an air plane? or an air craft carier?,03 Conflict,Side,guns,,win,guns,Guns,win,Competition/Game/War,2668570.0,,,win a,win a,"[[' lucky', ' talented', ' successful']]","[[' PersonX wins a lot of money.', ' PersonX wins a lot of money', ' PersonX gets a trophy.']]","[[' none', ' to be the best', ' to be successful']]","[[' to enter a contest', ' to enter the contest', ' to enter a competition']]","[[' happy', ' excited', ' happy.']]","[[' PersonX enters a raffle', ' PersonX enters a contest', ' PersonX goes to the lottery']]","[[' to celebrate', ' to celebrate the win', ' to celebrate with friends']]"
926,926,166,"You will say no, but any law that bans all guns would mean that all gun owners in your view were evil.",01 Health and Safety,Threat,gun owners,,evil,gun owners,Guns,evil,Monster,3678835.0,,,,,"[[' evil', ' mean', ' immoral']]","[[' PersonX is evil.', ' PersonX is evil', ' none']]","[[' none', ' to be evil', ' to be evil.']]","[[' none', ' PersonX is evil.', ' to be evil']]","[[' evil', ' evil.', ' guilty']]","[[' PersonX is evil', ' PersonX is evil.', ' PersonX is a sociopath']]","[[' to be evil', ' to get revenge', ' to hurt others']]"
927,927,1454,"In truth, gun control steals our freedom, our safety, and our capacity for self-defense.",06 Morality and Justice,Criminal,gun control,,steals,gun control,Control of Guns,steals,Theft,2378719.0,,,steals our,steals our,"[[' mean', ' greedy', ' sneaky']]","[[' gets arrested', ' PersonX is arrested', ' PersonX is arrested.']]","[[' none', ' to steal something', ' to have something']]","[[' none', ' to be in possession of something', ' to find a place to steal from']]","[[' guilty', ' like a thief', ' like a criminal']]","[[' PersonX is a thief', ' PersonX is a thief.', ' PersonX steals our money']]","[[' to go to jail', ' to hide it', ' to hide the money']]"
928,928,747,Has the NRA organised and helped members gain strength in opposing gun control?,03 Conflict,Enemy,gun control,,opposing,gun control,Control of Guns,opposing,Struggle,2118138.0,,,opposing gun,opposing gun,"[[' brave', ' strong', ' violent']]","[[' PersonX loses the gun', ' PersonX loses the gun.', ' PersonX gets shot.']]","[[' to defend themselves', ' to protect themselves', ' to protect himself']]","[[' none', ' to buy a gun', ' to have a gun']]","[[' like they are doing the right thing.', ' like they are doing the right thing', ' scared']]","[[' PersonX wants to buy a gun', ' PersonX wants to buy a gun.', ' PersonX is afraid of the gun']]","[[' to defend themselves', ' to get a restraining order', ' to get a gun']]"
929,929,1413,Taxation steals wealth from productive citizens in order to benefit the preferred programs and constituencies of the governing class.,06 Morality and Justice,Crime,Taxation,,steals,Taxation,Taxation,steals,Theft,2378530.0,,,steals wealth,steals wealth,"[[' greedy', ' immoral', ' criminal']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX gets arrested.']]","[[' to be rich', ' to get rich', ' to be rich.']]","[[' to have money', ' none', ' to be a thief']]","[[' guilty', ' greedy', ' guilty.']]","[[' PersonX is a thief.', ' PersonX is a criminal.', ' PersonX has no money.']]","[[' to hide the money', ' to buy a new house', ' to buy a new car']]"
930,930,1624,"Among the more startling facts presented in the report: while median income for America’s middle class fell five percent from $72,956 to $69,487 in the years 2000-2011, median wealth plummeted by 28 percent, ""erasing two decades of gains.""",12 High and Low,Agent,median wealth,[agent] plummeted,plummeted,wealth,Wealth,plummeted,Downward Movement,158696.0,,,[agent] plummeted,agent plummeted,"[[' careless', ' incompetent', ' clumsy']]","[[' PersonX falls to the ground.', ' PersonX falls to the ground', ' PersonX falls down the stairs.']]","[[' none', ' to be a good agent', ' to get a promotion']]","[[' none', ' to have a job', ' to be in a plane']]","[[' sad', ' scared', ' upset']]","[[' PersonX is an agent', ' PersonX is an agent.', ' PersonX is a good agent.']]","[[' to find a new job', ' to get back to work', ' to get a new job']]"
931,931,368,"In firearm owners case it is because they have exchanged their rights for firearm ownership and now protect their guns, not their rights.",01 Health and Safety,Threatened,guns,,protect,guns,Guns,protect,Protection,2672799.0,,,protect their,protect their,"[[' protective', ' strong', ' caring']]","[[' none', ' PersonX protects their family.', ' PersonX protects their family']]","[[' to be a good friend', ' to be a good person', ' to protect them']]","[[' none', ' to know how to protect them', ' to know what to do']]","[[' protective', ' safe', ' happy']]","[[' PersonX wants to be a good friend', ' PersonX wants to be a good friend.', ' PersonX wants to be a good person.']]","[[' to make sure they are safe', "" to make sure they're safe"", ' to make sure they are safe.']]"
932,932,1762,"Just this morning I discovered that PayPal had shut off my PayPal account, frozen my money in the account and has flagged my account for review.",14 Embodied Experience: Temperature,Agent,PayPal,,frozen,money,Wealth,frozen,Temperature,136841.0,,,frozen my,frozen my,"[[' cold', ' rude', ' mean']]","[[' none', ' gets yelled at', ' PersonX freezes PersonY.']]","[[' none', ' to be nice', ' to be mean']]","[[' none', ' to have a freezer', ' to get the ice']]","[[' like they did something good.', ' like they have done something good.', ' like they did something good']]","[[' PersonX has no freezer.', ' PersonX is a doctor.', ' PersonX has no freezer']]","[[' to make me feel better', ' to get a drink of water', ' to get a drink']]"
933,933,1022,"Now it seems even attempts to turn the hands back a decade to something like the ""assault weapon"" status quo of ten years ago--not exactly an amazing victory of gun control--are likely to fizzle.",03 Conflict,Winner,gun control,,victory,gun control,Control of Guns,victory,Competition/War,3123573.0,,,victory of,victory of,"[[' victorious', ' successful', ' proud']]","[[' PersonX wins the game.', ' PersonX wins the game', ' PersonX celebrates.']]","[[' none', ' to be successful', ' to be victorious']]","[[' none', ' to win the game', ' to win the race']]","[[' happy', ' proud', ' accomplished']]","[[' PersonX wins the game', ' PersonX wins the race', ' PersonX wins the lottery']]","[[' to celebrate', ' to celebrate the victory', ' to celebrate with friends']]"
934,934,80,"While it is true that wealth is a blessing from God, poverty should not be seen conversely as God's disfavor because, in a sense, poverty relieves the individual from tremendous responsibility.",01 Health and Safety,Protection,poverty,,relieves,poverty,Poverty,relieves,Physical Burden,1973425.0,,,relieves the,relieves the,"[[' helpful', ' responsible', ' relieved']]","[[' PersonX is relieved of their duties.', ' PersonX is relieved of their duties', ' PersonX gets a raise.']]","[[' to be helpful', ' to be helpful.', ' to help']]","[[' none', ' to have a job to do', ' to have a job']]","[[' relieved', ' relieved.', ' satisfied']]","[[' PersonX gets a call from the boss', ' PersonX is tired', ' PersonX gets a call from their boss']]","[[' to go home', ' to rest', ' to get paid']]"
935,935,287,"Heinous allegations of abuse were charged against some tasked with caring for the most helpless, education proponents couldn't agree on the best way to teach local students, and the death of a bureaucracy left City officials scrambling to preserve their ability to spruce up the downtown.",01 Health and Safety,Threatened,bureaucracy,,death,bureaucracy,Bureaucracy,death,Life Stage,3119749.0,,,death of,death of,"[[' sad', ' dead', ' sadistic']]","[["" PersonX's body is cremated."", "" PersonX's body is cremated"", "" PersonX's body is buried.""]]","[[' none', ' to be dead', ' to go to heaven']]","[[' none', ' to have died', ' to have been killed']]","[[' sad', ' sad.', ' sorrowful']]","[[' PersonX dies of a heart attack', ' PersonX dies in a car accident', ' PersonX dies of a heart attack.']]","[[' to go to heaven', ' to be buried', ' to be cremated']]"
936,936,1280,"In a system of taxation based on justice and equity it is fundamental that the burdens be proportioned to the capacity of the people contributing (Mater et Magistra, 132).",05 Engineering and Business: Engineering,Built,taxation,,system,taxation,Taxation,system,Machine,2666449.0,,,system of,system of,"[[' smart', ' intelligent', ' capable']]","[[' none', ' PersonX gets a promotion.', ' PersonX gets a promotion']]","[[' to be organized', ' to be efficient', ' to have a system']]","[[' none', ' to know the system', ' to have a system']]","[[' good about themselves', ' good about themselves.', ' satisfied']]","[[' PersonX creates a new system', ' PersonX creates a system of their own', ' PersonX creates a system']]","[[' to make sure everything is in order', ' to make a plan', ' to make sure everything is working correctly']]"
937,937,1529,"This is yet another reason why ""stupid people don't get to vote"" is a pointless idea; it robs democracy of its legitimacy.",06 Morality and Justice,Victim,democracy,,robs,democracy,Democracy,robs,Theft,761691.0,,,robs democracy,robs democracy,"[[' immoral', ' criminal', ' evil']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX is arrested']]","[[' none', ' to be in power', ' to be powerful']]","[[' none', ' to be a criminal', ' to be in power']]","[[' guilty', ' like a criminal', ' like a criminal.']]","[[' PersonX steals money from the bank', ' PersonX steals from the bank', ' PersonX steals the money from the bank']]","[[' to get away with it', ' to get away with the crime', ' to get away with it.']]"
938,938,610,Only time will be able to tell as the election races to an end.,03 Conflict,Conflict,election,,races,election,Elections,races,Competition,3124283.0,,,races to,races to,"[[' fast', ' athletic', ' determined']]","[[' gets tired', ' gets sweaty', ' PersonX gets sweaty']]","[[' to win the race', ' to get there first', ' to win']]","[[' none', ' to get in the car', ' to get in a car']]","[[' tired', ' excited', ' happy']]","[[' PersonX hears a loud noise in the distance', ' PersonX hears a loud noise', ' PersonX hears a loud noise in the distance.']]","[[' to win the race', ' to win', ' to win the race.']]"
939,939,1233,"This reclaiming of their lands reinforces their right to them, and their possession remains unbroken thereafter.",05 Engineering and Business: Engineering,Built,right,,reinforces,right,Democracy,reinforces,Building/Strength,513614.0,,,reinforces their,reinforces their,"[[' helpful', ' supportive', ' persuasive']]","[[' none', ' gets thanked', ' PersonX is praised']]","[[' to be helpful', ' to be supportive', ' to be helpful.']]","[[' none', ' to know what they are doing', ' to know what they want']]","[[' good about themselves', ' satisfied', ' good about themselves.']]","[[' PersonX wants to be a good friend', ' PersonX wants to be helpful', ' PersonX wants to be a good friend.']]","[[' to make sure they know what they are doing', "" to make sure they know what's going on"", "" to make sure they know what they're doing""]]"
940,940,838,Throughout NYC our gun control team works diligently to stop the rise of violence; but realizes that this is a Public Health Crisis that must be addressed like any other disease that impacts our country.,03 Conflict,Side,gun control,[side] team,team,gun control,Control of Guns,team,Competition,2377497.0,,,[side] team,side team,"[[' competitive', ' athletic', ' strong']]","[[' PersonX wins the game.', ' PersonX wins the game', ' PersonX wins a game.']]","[[' to be a part of the team', ' to be a part of a team', ' to be a part of something']]","[[' to join the team', ' none', ' to be on the team']]","[[' happy to be a part of the team.', ' happy to be a part of the team', ' happy to be a part of a team.']]","[[' PersonX wants to play on the other team', ' PersonX is on the opposite team', ' PersonX wants to play on the other team.']]","[[' to win the game', ' to win the match', ' to win the game.']]"
941,941,1509,And I support licenses that would divide people who want to abuse 2A gun rights and kill innocents from those who want to use 2A gun rights for defense.,06 Morality and Justice,Victim,gun rights,,abuse,gun rights,Gun Rights,abuse,Crime/Physical Harm,2883770.0,,,abuse 2A,abuse 2A,"[[' mean', ' cruel', ' violent']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX gets arrested']]","[[' to be mean', ' to hurt someone', ' none']]","[[' none', ' to be a bully', ' to have a reason to abuse']]","[[' guilty', ' sad', ' bad']]","[[' PersonX gets into a fight with PersonY', ' PersonX gets into a fight with 2A', ' PersonX is a bully']]","[[' to get away with it', ' to get away from the situation', ' to get away with it.']]"
942,942,1287,"answered 1 year ago The ""sporting use"" argument came about during gun manufacturer's efforts to shape gun control while passing the 1968 legislation--hunting has nothing to do with the second amendment, it was just a way to outlaw cheap imports at the time.",05 Engineering and Business: Engineering,Built,gun control,,shape,gun control,Control of Guns,shape,Shape,3123565.0,,,shape gun,shape gun,"[[' skilled', ' creative', ' talented']]","[[' PersonX shoots the gun.', ' PersonX shoots the gun', ' PersonX gets a new job.']]","[[' to be creative', ' to make something', ' to make a sculpture']]","[[' none', ' to have a gun', ' to buy a gun']]","[[' happy', ' satisfied', ' accomplished']]","[[' PersonX wants to play a game', ' PersonX builds a gun', ' PersonX wants to make a gun']]","[[' to use the shape gun', ' to use the gun', ' to use it']]"
943,943,235,"There were five votes in the JCS, and a single vote could kill a project.",01 Health and Safety,Threat,vote,,kill,vote,Elections,kill,Physical Harm,2859071.0,,,kill a,kill a,"[[' violent', ' mean', ' murderous']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX commits a crime.']]","[[' to kill someone', ' to hurt someone', ' to be a killer']]","[[' to have a weapon', ' to get a gun', ' to have a gun']]","[[' guilty', ' sad', ' angry']]","[[' PersonX is a murderer.', ' PersonX has a gun.', ' PersonX is a psychopath.']]","[[' to hide the body', ' to hide the evidence', ' to run away']]"
944,944,1410,"They just think that they have a sound bite that makes it look like these nasty, poor, and predominately black folks are trying to steal the election from the good white Christian folks who would do no wrong.",06 Morality and Justice,Crime,election,,steal,election,Elections,steal,Theft,550694.0,,,steal the,steal the,"[[' mean', ' sneaky', ' greedy']]","[[' gets arrested', ' gets caught', ' PersonX is arrested']]","[[' to steal something', ' to get something', ' to be rich']]","[[' to have a reason to steal', ' to have a reason to steal it', ' to have a reason to steal something']]","[[' guilty', ' like a criminal', ' like a thief']]","[[' PersonX is a thief.', ' PersonX is a thief', ' PersonX is a criminal.']]","[[' to go to jail', ' to hide the evidence', ' to go home']]"
945,945,39,"In the Middle East, the president's motto is: Democracy cures all ills.",01 Health and Safety,Protection,Democracy,,cures,Democracy,Democracy,cures,Disease/Medicine,2007193.0,,,cures all,cures all,"[[' helpful', ' skilled', ' talented']]","[[' none', ' PersonX becomes famous.', ' PersonX becomes famous']]","[[' to be helpful', ' to be a doctor', ' to be a good person']]","[[' none', ' to be a doctor', ' to have a cure']]","[[' happy', ' accomplished', ' good']]","[[' PersonX is a doctor.', ' PersonX is a doctor', ' PersonX is a miracle worker.']]","[[' to continue curing people', ' to continue curing others', ' to be a doctor']]"
946,946,410,World Development Report 2000/2001: Attacking Poverty.,01 Health and Safety,Threatened,poverty,,attacking,Poverty,Poverty,Attacking,Struggle/War,2088824.0,,,Attacking Poverty.,Attacking Poverty.,"[[' determined', ' brave', ' motivated']]","[[' PersonX makes a difference.', ' PersonX gets arrested.', ' PersonX makes a difference']]","[[' to help the poor', ' to be a good person', ' to help people']]","[[' none', ' to have a plan', ' to find out about poverty']]","[[' good about themselves', ' proud', ' good about themselves.']]","[[' PersonX wants to help the poor', ' PersonX wants to help the poor.', ' PersonX wants to help people']]","[[' to make a difference', ' to make a change', ' to be a leader']]"
947,947,1089,"Yet, adopting the Official History and hagiography of our constructivist, utopian Founders, they worship the Constitution anyway, even though it was a coup d'etat, even though slavery was permitted, even though it was an illegal, unnecessary, centralizing power play by politicians (see Rockwell on Hoppe on the Constitution as Expansion of Government Power), even though it arguably led to the Civil War, WWI, the collapse of western monarchies and the regressive replacement of traditionalist limited monarchy with socialized democracy, WWII, Naziism, Communism, the Holocaust, Nagasaki, Hiroshima, and the Cold War (see my When Did the Trouble Start?)",04 Power and Control: God,God,Constitution,,worship,Constitution,Government,worship,A God,1973223.0,,,worship the,worship the,"[[' religious', ' spiritual', ' devout']]","[[' none', ' PersonX worships PersonY.', ' PersonX worships PersonY']]","[[' to be a good person', ' none', ' to be a good person.']]","[[' none', ' to be religious', ' to have a religion']]","[[' worshipful', ' happy', ' good about themselves']]","[[' PersonX is a religious person.', ' PersonX is a religious person', ' PersonX is very religious']]","[[' to be a good person', ' to pray to God', ' to pray to god']]"
948,948,646,"The Liberal party is still fighting the last election, maybe even the election before that.",03 Conflict,Conflict,election,,fighting,election,Elections,fighting,Struggle,2665765.0,,,fighting the,fighting the,"[[' strong', ' brave', ' aggressive']]","[[' gets injured', ' PersonX gets injured.', ' PersonX is injured.']]","[[' to win', ' to win the fight', ' to be victorious']]","[[' none', ' to have a weapon', ' to get a weapon']]","[[' strong', ' happy', ' tired']]","[[' PersonX is in the middle of a fight.', ' PersonX is in the middle of a fight', ' PersonX is in a wheelchair.']]","[[' to win the fight', ' to win the war', ' to win']]"
949,949,152,Government is greedy to the point of being predatory on those who it was Constituted to serve.,01 Health and Safety,Threat,Government,,greedy,Government,Bureaucracy/Government,greedy,Emotion Experiencer,1971499.0,,,greedy to,greedy to,"[[' greedy', ' selfish', ' greedy.']]","[[' none', ' PersonX is greedy.', ' PersonX is greedy']]","[[' none', ' to be greedy', ' to be greedy.']]","[[' none', ' to be greedy', ' to want something']]","[[' greedy', ' greedy.', ' happy']]","[[' PersonX wants to buy a lot of things', ' PersonX wants to buy a lot of things.', ' PersonX wants to buy a new car.']]","[[' to be greedy', ' to buy something', ' to buy a car']]"
950,950,1270,"The CSD is a one of the university's major research centers (ORUs), focusing on research and teaching that strengthens democracy at home and abroad.",05 Engineering and Business: Engineering,Built,democracy,,strengthens,democracy,Democracy,strengthens,Building/Strength,616641.0,,,strengthens democracy,strengthens democracy,"[[' responsible', ' influential', ' strong']]","[[' PersonX makes a difference', ' PersonX is elected president.', ' PersonX makes a difference.']]","[[' to be a leader', ' to be a good person', ' to be a good leader']]","[[' none', ' to be a leader', ' to understand democracy']]","[[' proud', ' good', ' happy']]","[[' PersonX wants to be a leader', ' PersonX wants to be a good citizen', ' PersonX wants to be a good leader']]","[[' to be a leader', ' to be a good leader', ' to make a difference']]"
951,951,1414,"You remember, when they shut down the recount in Florida and stole the election from Gore, giving us 8 years of George W. Bush?",06 Morality and Justice,Crime,election,,stole,election,Elections,stole,Theft,1577984.0,,,stole the,stole the,"[[' mean', ' sneaky', ' greedy']]","[[' gets arrested', ' gets caught', ' PersonX is arrested']]","[[' to steal something', ' to get something', ' to steal something.']]","[[' to have a reason to steal', ' to have a reason to steal it', ' to be in possession of something']]","[[' guilty', ' like a criminal', ' like a thief']]","[[' PersonX needs the money.', ' PersonX needs the money', ' PersonX needs the money for school.']]","[[' to go to jail', ' to hide the evidence', ' to hide it']]"
952,952,740,"In the United States first-wave feminism is considered to have ended with the passage of the Nineteenth Amendment to the United States Constitution (1919), granting women the right to vote in all states.The term first wave, was coined retrospectively after the term second-wave feminism began to be used to describe a newer feminist movement that focused as much on fighting social and cultural inequalities as political inequalities.",03 Conflict,Enemy,inequalities,,fighting,inequalities,Poverty,fighting,Struggle,134156.0,,,fighting social,fighting social,"[[' aggressive', ' violent', ' mean']]","[[' PersonX gets punched in the face.', ' PersonX gets punched in the face', ' PersonX gets punched in the face by PersonY']]","[[' none', ' to be social', ' to be popular']]","[[' none', ' to get into a fight', ' to be in a fight']]","[[' angry', ' happy', ' sad']]","[[' PersonX is a bully', ' PersonX is a bully.', ' PersonX is in a fight']]","[[' to win the fight', ' to win', ' to win the game']]"
953,953,1527,"There is neither riches nor greatness in our littleness: the road to riches and greatness is through robbery of the poor and slaughter of the weak.""",06 Morality and Justice,Victim,the poor,,robbery,the poor,Poverty,robbery,Theft,2628932.0,,,robbery of,robbery of,"[[' violent', ' criminal', ' mean']]","[[' gets arrested', ' PersonX is arrested.', ' PersonX gets arrested.']]","[[' to steal something', ' to steal', ' to rob someone']]","[[' to get a gun', ' to have a weapon', ' to have a gun']]","[[' guilty', ' angry', ' satisfied']]","[[' PersonX is a robber', ' PersonX is a criminal', ' PersonX steals a car']]","[[' to get away with it', ' to get away with the crime', ' to get away from the scene']]"
954,954,271,"14 Fearing the collapse of the Salvadoran government, the United States dramatically increased foreign aid and bolstered the Salvadoran military by providing advisers and supplying helicopters and attack aircraft.15",01 Health and Safety,Threatened,government,,collapse,government,Government,collapse,Building/Downward Movement,2663937.0,,,collapse of,collapse of,"[[' weak', ' sickly', ' sick']]","[[' PersonX falls to the ground', ' PersonX falls to the ground.', ' PersonX falls to the floor.']]","[[' none', ' to get better', ' to be healthy']]","[[' none', ' to be in an accident', ' to be in a car accident']]","[[' sad', ' exhausted', ' scared']]","[[' PersonX falls down the stairs', ' PersonX falls off the roof', ' PersonX falls off the cliff']]","[[' to go to the hospital', ' to go to the doctor', ' to get help']]"
955,955,304,"The mechanism for gun rights destruction was the Firearms Control Act (FCA), passed in 2000 by the South African Parliament.",01 Health and Safety,Threatened,gun rights,,destruction,gun rights,Gun Rights,destruction,Natural Physical Force/Physical Harm,3123769.0,,,destruction was,destruction was,"[[' destructive', ' violent', ' aggressive']]","[[' gets arrested', ' PersonX gets arrested.', ' PersonX destroys the world.']]","[[' none', ' to destroy something', ' to be destructive']]","[[' none', ' to have a plan', ' to have a weapon']]","[[' sad', ' powerful', ' angry']]","[[' PersonX destroys a building', ' PersonX destroys a house', ' PersonX destroys the house']]","[[' to get revenge', ' to get revenge on someone', ' to get revenge on others']]"
