,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Sentence,Schema,Schema Slot,Slot Value,Pattern,Lexical Trigger,Target LM,Target CM,Source LM,Source CM,Sentence ID,Unnamed: 11,Unnamed: 12,phrase_1,phrase_2,xAttr,xEffect,xIntent,xNeed,xReact,xReason,xWant,Clean CSR_xWant,Clean CSR_xIntent,Clean CSR_xAttr,Clean CSR_xReact,Clean CSR_xEffect,Clean CSR_xNeed,Clean CSR_xReason
27,27,27,1679,The Turk and Mongol invaders found and easily robbed the mountains of wealth heaped in Hindu temples and it is little wonder that they had so little difficulty in conquering a spiritual country that had lost its material strength.,12 High and Low,Scale,wealth,,mountains,wealth,Wealth,mountains,Hazardous Geographic Feature,3041549.0,,,mountains of,mountains of,"[[' strong', ' capable', ' determined']]","[[' none', ' PersonX is exhausted', ' gets tired']]","[[' none', ' to be a mountain climber', ' to have a lot of things']]","[[' none', ' to have a mountain to climb', ' to have mountains to climb']]","[[' happy', ' satisfied', ' proud']]","[[' PersonX climbs a mountain', ' PersonX builds a mountain', ' PersonX builds a mountain house']]","[[' to take a nap', ' to take a shower', ' to take a break']]","Want:  to take a shower,  to take a break, to take a nap","Intents:  to be a mountain climber,  to have a lot of things","Attributes:  capable, strong,  determined","Reactions:  satisfied, happy,  proud","Effects:  gets tired,  speaker is exhausted","Needs:  to have mountains to climb,  to have a mountain to climb","Reasons:  speaker builds a mountain house,  speaker builds a mountain, speaker climbs a mountain"
28,28,28,743,"President Obama, a well-known opponent of guns, told The Daily Skid, ""I am just about sick and tired of people walking around shooting at people willy-nilly.",03 Conflict,Enemy,guns,,opponent,guns,Guns,opponent,Struggle,2378712.0,,,opponent of,opponent of,"[[' aggressive', ' mean', ' determined']]","[[' PersonX loses the game', ' PersonX loses the game.', ' PersonX loses the match.']]","[[' to win', ' to win the game', ' to win the match']]","[[' none', ' to know the opponent', ' to be in a match']]","[[' defeated', ' like a winner', ' like a winner.']]","[[' PersonX wants to win the game', ' PersonX wants to win', ' PersonX wins the game']]","[[' to win', ' to win the game', ' to win the match']]","Want: to win,  to win the game,  to win the match","Intents: to win,  to win the game,  to win the match","Attributes:  mean, aggressive,  determined","Reactions: defeated,  like a winner","Effects:  speaker loses the game, speaker loses the game,  speaker loses the match","Needs:  to know the opponent,  to be in a match","Reasons:  speaker wins the game, speaker wants to win the game,  speaker wants to win"
29,29,29,336,"By attacking the economic wealth generated by Ireland for Britain and the large Protestant landowners of Ireland, the Land League achieved victory where previous campaigns for rights in Ireland had failed.",01 Health and Safety,Threatened,wealth,,attacking,wealth,Wealth,attacking,Physical Harm/Struggle/War,118314.0,,,attacking the,attacking the,"[[' violent', ' aggressive', ' mean']]","[[' gets arrested', ' gets injured', ' PersonX gets injured']]","[[' to hurt someone', ' to get revenge', ' to hurt them']]","[[' to have a weapon', ' to get a weapon', ' none']]","[[' angry', ' powerful', ' satisfied']]","[[' PersonX is in a wheelchair.', ' PersonX is in prison.', ' PersonX is in jail.']]","[[' to run away', ' to get away from the situation', ' to run away from the scene']]","Want:  to get away from the situation,  to run away from the scene, to run away","Intents: to hurt someone,  to get revenge,  to hurt them","Attributes:  mean, violent,  aggressive","Reactions: angry,  satisfied,  powerful","Effects:  gets injured,  speaker gets injured, gets arrested","Needs: to have a weapon,  to get a weapon","Reasons: speaker is in a wheelchair,  speaker is in jail,  speaker is in prison"
30,30,30,662,"[But] I am very concerned that this so-called revolution of democracy and equality is actually creating cultural anarchy and punishing people with real talent.""",03 Conflict,Conflict,democracy,,revolution,democracy,Democracy,revolution,Struggle/War,761351.0,,,revolution of,revolution of,"[[' revolutionary', ' powerful', ' brave']]","[[' PersonX wins the revolution.', ' PersonX wins the revolution', ' PersonX wins the election.']]","[[' to change the world', ' to be a leader', ' to change the world.']]","[[' none', ' to make a plan', ' to have a plan']]","[[' powerful', ' happy', ' proud']]","[[' PersonX wants to change the world', ' PersonX is a revolutionary', ' PersonX wants to be a leader']]","[[' to be a leader', ' to win the war', ' to win the revolution']]","Want:  to win the revolution, to be a leader,  to win the war","Intents:  to change the world, to change the world,  to be a leader","Attributes: revolutionary,  powerful,  brave","Reactions:  proud, powerful,  happy","Effects:  speaker wins the election, speaker wins the revolution,  speaker wins the revolution","Needs:  to have a plan,  to make a plan","Reasons: speaker wants to change the world,  speaker wants to be a leader,  speaker is a revolutionary"
31,31,31,310,Courting LBA political money by presidential candidates requires a willful disregard of the systemic degradation of representative democracy.,01 Health and Safety,Threatened,representative democracy,,degradation,representative democracy,Democracy,degradation,Physical Harm,1787299.0,,,degradation of,degradation of,"[[' ungrateful', ' unkind', ' mean']]","[[' none', ' PersonX sweats from nervousness', ' PersonX sweats from nervousness.']]","[[' none', ' to be degraded', ' to be mean']]","[[' none', ' to be in a bad situation', ' to be in a relationship with someone']]","[[' sad', ' ashamed', ' bad']]","[[' PersonX is a good person', ' PersonX is a good person.', ' PersonX is a thief']]","[[' to get a new job', ' to get revenge', ' to get better']]","Want: to get a new job,  to get revenge,  to get better","Intents:  to be mean,  to be degraded","Attributes:  mean,  unkind, ungrateful","Reactions: sad,  ashamed,  bad",Effects:  speaker sweats from nervousness,"Needs:  to be in a relationship with someone,  to be in a bad situation","Reasons:  speaker is a thief,  speaker is a good person, speaker is a good person"
32,32,32,1290,"The only thing that has shaped gun rights or gun restrictions, has been state and local laws through our jurisprudence.",05 Engineering and Business: Engineering,Built,gun rights,,shaped,gun rights,Gun Rights,shaped,Shape,3123825.0,,,shaped gun,shaped gun,"[[' crafty', ' creative', ' skilled']]","[[' PersonX shoots the gun.', ' PersonX shoots the gun', ' PersonX shoots a gun.']]","[[' to make a weapon', ' to be creative', ' to make a gun']]","[[' to have a gun', ' to get a gun', ' to make a gun']]","[[' happy', ' satisfied', ' proud']]","[[' PersonX builds a gun', ' PersonX builds a gun out of wood', ' PersonX wants to make a gun']]","[[' to shoot the gun', ' to shoot it', ' to make a weapon']]","Want:  to make a weapon, to shoot the gun,  to shoot it","Intents: to make a weapon,  to make a gun,  to be creative","Attributes:  creative,  skilled, crafty","Reactions:  satisfied, happy,  proud","Effects:  speaker shoots the gun, speaker shoots the gun,  speaker shoots a gun","Needs: to have a gun,  to make a gun,  to get a gun","Reasons: speaker builds a gun,  speaker builds a gun out of wood,  speaker wants to make a gun"
33,33,33,1576,Poverty is the mother of crime.,10 Human Life Cycle and Family Relations,Child,crime,mother of [child],mother of,Poverty,Poverty,mother,Family,2669217.0,,,mother of [child],mother of child,"[[' maternal', ' responsible', ' loving']]","[[' PersonX has a child.', ' PersonX has a baby.', ' PersonX becomes a mother.']]","[[' to be a mother', ' to have a child', ' to be a good mother']]","[[' to get pregnant', ' to have sex', ' to be pregnant']]","[[' happy', ' happy.', ' excited']]","[[' PersonX gives birth to a baby', ' PersonX is pregnant', ' PersonX gives birth to a child']]","[[' to take care of the child', ' to take care of the baby', ' to take care of their child']]","Want:  to take care of the baby,  to take care of their child, to take care of the child","Intents: to be a mother,  to be a good mother,  to have a child","Attributes:  responsible,  loving, maternal","Reactions:  excited, happy,  happy","Effects: speaker has a child,  speaker becomes a mother,  speaker has a baby","Needs:  to be pregnant,  to have sex, to get pregnant","Reasons:  speaker is pregnant, speaker gives birth to a baby,  speaker gives birth to a child"
34,34,34,246,"Also, the living Constitution threatens the rights of the minority.",01 Health and Safety,Threat,Constitution,,threatens,Constitution,Government,threatens,Physical Harm,1973593.0,,,threatens the,threatens the,"[[' threatening', ' aggressive', ' mean']]","[[' PersonX gets arrested.', ' gets arrested', ' PersonX threatens the person.']]","[[' to get their way', ' to hurt someone', ' to be in control']]","[[' none', ' to have something to threaten', ' to have a weapon']]","[[' powerful', ' angry', ' powerful.']]","[[' PersonX is a bully.', ' PersonX has a gun.', ' PersonX is a bully']]","[[' to get away from the situation', ' to get their way', ' to get away with it']]","Want:  to get their way, to get away from the situation,  to get away with it","Intents:  to hurt someone, to get their way,  to be in control","Attributes:  mean,  aggressive, threatening","Reactions:  powerful,  angry, powerful","Effects:  speaker threatens the person,  gets arrested, speaker gets arrested","Needs:  to have a weapon,  to have something to threaten","Reasons: speaker is a bully,  speaker is a bully,  speaker has a gun"
35,35,35,250,"More productive pursuits become the casualties of taxation, which then reinforces the bias in favour of land speculation.",01 Health and Safety,Threat,taxation,,casualties,taxation,Taxation,casualties,Physical Harm/War,159631.0,,,casualties of,casualties of,"[[' careless', ' unlucky', ' sad']]","[[' none', ' PersonX dies', ' PersonX dies.']]","[[' none', ' to be dead', ' to be safe']]","[[' none', ' to be in a war', ' to have been in a war']]","[[' sad', ' hurt', ' sad.']]","[[' PersonX goes to war', ' PersonX is in a war', ' PersonX goes to the war']]","[[' to go to the hospital', ' to get back to work', ' to go to the doctor']]","Want: to go to the hospital,  to get back to work,  to go to the doctor","Intents:  to be safe,  to be dead","Attributes: careless,  unlucky,  sad","Reactions: sad,  sad,  hurt",Effects:  speaker dies,"Needs:  to be in a war,  to have been in a war","Reasons: speaker goes to war,  speaker is in a war,  speaker goes to the war"
36,36,36,1341,"Poverty engenders a social environment characterized by hopelessness and disenfranchisement, leading to substance abuse and violence.",05 Engineering and Business: Resource,Extractor,Poverty,,engenders,Poverty,Poverty,engenders,Animal,159011.0,,,engenders a,engenders a,"[[' responsible', ' helpful', ' talented']]","[[' none', ' PersonX gets a promotion.', ' PersonX gets a promotion']]","[[' none', ' to be a good person', ' to be a good person.']]","[[' none', ' to make a plan', ' to have a plan']]","[[' happy', ' satisfied', ' happy.']]","[[' PersonX makes a new friend', ' PersonX creates a new family', ' PersonX is a good person']]","[[' to be a good parent', ' to be successful', ' to be a good person']]","Want:  to be successful, to be a good parent,  to be a good person",Intents:  to be a good person,"Attributes:  helpful, responsible,  talented","Reactions:  satisfied, happy,  happy",Effects:  speaker gets a promotion,"Needs:  to have a plan,  to make a plan","Reasons: speaker makes a new friend,  speaker is a good person,  speaker creates a new family"
37,37,37,1240,"By combining sound economics with measures designed to strengthen democracy, equalize opportunity, enhance national security, protect human rights and foster competitiveness, we advocate policies designed to improve life for all of our citizens and ensure the long-term health of our environment.",05 Engineering and Business: Engineering,Built,democracy,,strengthen,democracy,Democracy,strengthen,Building/Strength,2668241.0,,,"strengthen democracy,","strengthen democracy,","[[' responsible', ' helpful', ' influential']]","[[' PersonX makes a difference', ' PersonX is elected president.', ' PersonX makes a difference.']]","[[' to be a leader', ' to be a good person', ' to be a good leader']]","[[' none', ' to be a leader', ' to understand democracy']]","[[' proud', ' happy', ' good']]","[[' PersonX wants to change the world', ' PersonX wants to be a leader', ' PersonX wants to be a good leader']]","[[' to be a leader', ' to be a role model', ' to be a good leader']]","Want: to be a leader,  to be a good leader,  to be a role model","Intents: to be a leader,  to be a good leader,  to be a good person","Attributes:  helpful,  influential, responsible","Reactions: proud,  good,  happy","Effects:  speaker makes a difference, speaker makes a difference,  speaker is elected president","Needs:  to understand democracy,  to be a leader","Reasons: speaker wants to change the world,  speaker wants to be a good leader,  speaker wants to be a leader"
